"Var1","Freq"
"Retain_L_infl_1_Comm_Trawl(1)_BLK2repl_1998",6
"Size_DblN_descend_se_1_Comm_Trawl(1)_BLK1repl_1993",2
"Size_DblN_descend_se_4_Rec_OR(4)_BLK7repl_1998",9
"Size_DblN_peak_1_Comm_Trawl(1)_BLK1repl_1993",2
"Size_DblN_peak_6_Surv_TRI(6)",1
