"year","month","fleet","sex","partition","Nsamp","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","F74","F76","F78","F80","F82","F84","F86","F88","F90","F92","F94","F96","F98","F100","F102","F104","F106","F108","F110","F112","F114","F116","F118","F120","F122","F124","F126","F128","F130","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72","M74","M76","M78","M80","M82","M84","M86","M88","M90","M92","M94","M96","M98","M100","M102","M104","M106","M108","M110","M112","M114","M116","M118","M120","M122","M124","M126","M128","M130"
1983,7,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,16.6666666666667,16.6666666666667,25,8.33333333333333,8.33333333333333,0,0,0,8.33333333333333,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,7,6,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06060606060606,3.03030303030303,3.03030303030303,0,0,0,0,0,0,0,0,0,6.06060606060606,6.06060606060606,0,3.03030303030303,9.09090909090909,3.03030303030303,0,0,3.03030303030303,0,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,6.06060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,3.03030303030303,3.03030303030303,9.09090909090909,0,9.09090909090909,0,6.06060606060606,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,6,3,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0.961538461538462,0.961538461538462,0.961538461538462,0,0,0.961538461538462,0.961538461538462,0.961538461538462,1.92307692307692,0.961538461538462,0,1.92307692307692,0.961538461538462,1.92307692307692,5.76923076923077,3.84615384615385,8.65384615384615,6.73076923076923,2.88461538461538,2.88461538461538,0.961538461538462,0.961538461538462,1.92307692307692,1.92307692307692,1.92307692307692,2.88461538461538,0,1.92307692307692,0.961538461538462,2.88461538461538,1.92307692307692,0.961538461538462,0,0.961538461538462,0,0.961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538461538462,0.961538461538462,0,0,0,0,0,0.961538461538462,1.92307692307692,0,0.961538461538462,1.92307692307692,1.92307692307692,0.961538461538462,7.69230769230769,3.84615384615385,3.84615384615385,0.961538461538462,0.961538461538462,0.961538461538462,3.84615384615385,0,0.961538461538462,0.961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,6,3,0,149,0,0,0,2.83687943262411,0,0.709219858156028,0.709219858156028,0,0,0,0,2.12765957446809,4.25531914893617,4.9645390070922,2.83687943262411,2.12765957446809,0,2.12765957446809,3.54609929078014,4.9645390070922,3.54609929078014,2.12765957446809,0,0.709219858156028,1.41843971631206,1.41843971631206,0.709219858156028,0.709219858156028,0.709219858156028,0.709219858156028,2.12765957446809,0,1.41843971631206,1.41843971631206,1.41843971631206,1.41843971631206,0.709219858156028,1.41843971631206,2.12765957446809,2.12765957446809,1.41843971631206,1.41843971631206,1.41843971631206,0,0.709219858156028,0,0,0,0.709219858156028,0.709219858156028,0.709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12765957446809,0,0.709219858156028,0.709219858156028,0.709219858156028,0,1.41843971631206,0,2.12765957446809,3.54609929078014,3.54609929078014,3.54609929078014,0.709219858156028,0.709219858156028,1.41843971631206,2.83687943262411,4.25531914893617,2.12765957446809,0.709219858156028,0,0,0,0.709219858156028,1.41843971631206,1.41843971631206,0,0,0,0.709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,3,0,218,0,0,0,0,0,0,0,0,1.08695652173913,0,2.17391304347826,3.26086956521739,5.43478260869565,2.17391304347826,0,1.08695652173913,0,2.17391304347826,0,1.08695652173913,4.34782608695652,4.34782608695652,2.17391304347826,5.43478260869565,1.08695652173913,2.17391304347826,3.26086956521739,7.60869565217391,3.26086956521739,2.17391304347826,4.34782608695652,2.17391304347826,1.08695652173913,1.08695652173913,1.08695652173913,1.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08695652173913,1.08695652173913,1.08695652173913,0,2.17391304347826,2.17391304347826,0,0,1.08695652173913,1.08695652173913,1.08695652173913,3.26086956521739,3.26086956521739,3.26086956521739,3.26086956521739,2.17391304347826,2.17391304347826,2.17391304347826,2.17391304347826,1.08695652173913,0,1.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,3,0,273,0,0,0,0,0,0,0,0,0.840336134453782,1.68067226890756,2.52100840336134,3.36134453781513,3.36134453781513,2.52100840336134,0,0,0,0.840336134453782,0.840336134453782,1.68067226890756,1.68067226890756,0.840336134453782,0.840336134453782,0.840336134453782,3.36134453781513,1.68067226890756,4.20168067226891,1.68067226890756,5.04201680672269,1.68067226890756,3.36134453781513,1.68067226890756,1.68067226890756,2.52100840336134,2.52100840336134,4.20168067226891,2.52100840336134,3.36134453781513,2.52100840336134,2.52100840336134,1.68067226890756,1.68067226890756,0.840336134453782,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52100840336134,2.52100840336134,2.52100840336134,0.840336134453782,0.840336134453782,0,0.840336134453782,0,0.840336134453782,0.840336134453782,1.68067226890756,0.840336134453782,1.68067226890756,1.68067226890756,1.68067226890756,1.68067226890756,2.52100840336134,2.52100840336134,0.840336134453782,0.840336134453782,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,3,0,411,0,0,0,0,0,0,0,0,0,1.0126582278481,3.54430379746835,6.07594936708861,5.56962025316456,3.0379746835443,2.78481012658228,3.54430379746835,3.54430379746835,4.05063291139241,4.30379746835443,2.78481012658228,1.77215189873418,0.253164556962025,0,0.506329113924051,0.759493670886076,0.506329113924051,0.253164556962025,1.0126582278481,0.253164556962025,0.759493670886076,0.759493670886076,2.0253164556962,0.759493670886076,1.0126582278481,2.0253164556962,2.27848101265823,1.51898734177215,1.51898734177215,2.0253164556962,2.0253164556962,0.506329113924051,1.51898734177215,1.26582278481013,0.506329113924051,0.506329113924051,0.253164556962025,0.253164556962025,0.253164556962025,0,0.506329113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253164556962025,0.759493670886076,2.78481012658228,4.30379746835443,3.29113924050633,1.26582278481013,1.0126582278481,1.51898734177215,3.0379746835443,4.30379746835443,2.0253164556962,1.51898734177215,1.0126582278481,0.759493670886076,0.506329113924051,0.506329113924051,0.253164556962025,0.506329113924051,0.506329113924051,0.506329113924051,0.506329113924051,0.506329113924051,0,0.253164556962025,0,0.253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,6,3,0,268,0,0,0,0,0,0,0,0,0,0,0.246913580246914,0.493827160493827,0.493827160493827,0.740740740740741,0.246913580246914,0.493827160493827,0.493827160493827,0.987654320987654,1.72839506172839,0.987654320987654,2.46913580246914,1.97530864197531,3.95061728395062,4.44444444444444,2.96296296296296,3.95061728395062,3.7037037037037,3.20987654320988,4.44444444444444,1.97530864197531,2.46913580246914,3.45679012345679,1.97530864197531,3.20987654320988,1.72839506172839,1.72839506172839,0.493827160493827,0.740740740740741,1.48148148148148,0.493827160493827,0.987654320987654,1.23456790123457,1.72839506172839,0.740740740740741,1.48148148148148,0,0,0.987654320987654,0.493827160493827,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246913580246914,0.493827160493827,0.493827160493827,0.246913580246914,0,0,0.493827160493827,0.493827160493827,2.22222222222222,0.493827160493827,1.72839506172839,5.18518518518519,0.740740740740741,1.72839506172839,2.22222222222222,4.69135802469136,2.71604938271605,3.7037037037037,1.23456790123457,0.740740740740741,1.97530864197531,0.246913580246914,1.23456790123457,0.493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
