"year","month","fleet","sex","partition","Nsamp","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","F74","F76","F78","F80","F82","F84","F86","F88","F90","F92","F94","F96","F98","F100","F102","F104","F106","F108","F110","F112","F114","F116","F118","F120","F122","F124","F126","F128","F130","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72","M74","M76","M78","M80","M82","M84","M86","M88","M90","M92","M94","M96","M98","M100","M102","M104","M106","M108","M110","M112","M114","M116","M118","M120","M122","M124","M126","M128","M130"
1989,7,6,3,0,157,0,0,1.70940170940171,3.41880341880342,1.70940170940171,0,0,0,0.854700854700855,0.854700854700855,2.56410256410256,1.70940170940171,3.41880341880342,0.854700854700855,0.854700854700855,0,1.70940170940171,0.854700854700855,1.70940170940171,3.41880341880342,2.56410256410256,2.56410256410256,0.854700854700855,0,1.70940170940171,1.70940170940171,2.56410256410256,3.41880341880342,1.70940170940171,0.854700854700855,1.70940170940171,1.70940170940171,0.854700854700855,0.854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854700854700855,2.56410256410256,2.56410256410256,0.854700854700855,0,0,0,0,1.70940170940171,3.41880341880342,2.56410256410256,9.4017094017094,1.70940170940171,0.854700854700855,8.54700854700855,0.854700854700855,2.56410256410256,0.854700854700855,0.854700854700855,0.854700854700855,0,1.70940170940171,1.70940170940171,2.56410256410256,0,0.854700854700855,0,1.70940170940171,0,0,0,0,1.70940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,6,3,0,59,0,0,0,0,0,0,0,0,1.96078431372549,5.88235294117647,11.7647058823529,7.84313725490196,5.88235294117647,3.92156862745098,0,1.96078431372549,0,3.92156862745098,3.92156862745098,3.92156862745098,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92156862745098,3.92156862745098,5.88235294117647,5.88235294117647,5.88235294117647,1.96078431372549,0,0,1.96078431372549,0,0,7.84313725490196,0,3.92156862745098,0,1.96078431372549,0,1.96078431372549,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,3,0,111,0,0,0,0,0,0,0,3.2258064516129,4.83870967741935,9.67741935483871,12.9032258064516,8.06451612903226,0,1.61290322580645,0,1.61290322580645,0,3.2258064516129,6.45161290322581,0,0,0,0,0,1.61290322580645,0,0,1.61290322580645,0,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,4.83870967741935,9.67741935483871,8.06451612903226,4.83870967741935,1.61290322580645,0,0,1.61290322580645,1.61290322580645,1.61290322580645,0,0,0,0,0,0,3.2258064516129,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,3,0,114,0,0,0,0,0,0,0,2.17391304347826,2.17391304347826,2.17391304347826,4.34782608695652,6.52173913043478,4.34782608695652,2.17391304347826,2.17391304347826,4.34782608695652,6.52173913043478,13.0434782608696,4.34782608695652,2.17391304347826,0,4.34782608695652,0,0,0,2.17391304347826,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17391304347826,2.17391304347826,0,2.17391304347826,0,0,4.34782608695652,2.17391304347826,4.34782608695652,2.17391304347826,4.34782608695652,2.17391304347826,0,0,4.34782608695652,0,0,0,0,2.17391304347826,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,3,0,173,0,0,0,0,0,0,0.980392156862745,3.92156862745098,5.88235294117647,5.88235294117647,8.82352941176471,1.96078431372549,1.96078431372549,3.92156862745098,4.90196078431373,6.86274509803922,5.88235294117647,4.90196078431373,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0.980392156862745,4.90196078431373,5.88235294117647,1.96078431372549,1.96078431372549,0,1.96078431372549,4.90196078431373,2.94117647058824,2.94117647058824,2.94117647058824,0.980392156862745,0.980392156862745,0.980392156862745,0,0,0,0.980392156862745,0,0.980392156862745,0.980392156862745,0.980392156862745,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,6,3,0,161,0,0,0,0,0,0,0.689655172413793,0.689655172413793,4.82758620689655,6.89655172413793,6.20689655172414,2.75862068965517,2.06896551724138,1.37931034482759,0,0,0,2.75862068965517,1.37931034482759,1.37931034482759,0.689655172413793,3.44827586206897,2.75862068965517,2.06896551724138,0.689655172413793,3.44827586206897,1.37931034482759,0,4.13793103448276,2.06896551724138,1.37931034482759,0,2.06896551724138,1.37931034482759,2.06896551724138,0.689655172413793,0.689655172413793,0,0,0,0.689655172413793,0,0,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13793103448276,4.13793103448276,8.27586206896552,4.13793103448276,1.37931034482759,0,0,0,0,0,0.689655172413793,0,2.06896551724138,3.44827586206897,0.689655172413793,0,3.44827586206897,2.75862068965517,0,0,0.689655172413793,1.37931034482759,0,0,0.689655172413793,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
