"year","month","fleet","sex","partition","Nsamp","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","F74","F76","F78","F80","F82","F84","F86","F88","F90","F92","F94","F96","F98","F100","F102","F104","F106","F108","F110","F112","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72","M74","M76","M78","M80","M82","M84","M86","M88","M90","M92","M94","M96","M98","M100","M102","M104","M106","M108","M110","M112"
1983,"Month","Fleet",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"Month","Fleet",3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,6.06060606060606,3.03030303030303,3.03030303030303,0,0,0,0,0,0,0,0,0,6.06060606060606,6.06060606060606,0,3.03030303030303,9.09090909090909,3.03030303030303,0,0,3.03030303030303,0,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,6.06060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,3.03030303030303,3.03030303030303,9.09090909090909,0,9.09090909090909,0,6.06060606060606,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"Month","Fleet",3,0,228,0,0,0,0,0,0,0,0,0,0,0,0.970873786407767,0.970873786407767,0.970873786407767,0,0,0.970873786407767,0.970873786407767,0.970873786407767,1.94174757281553,0.970873786407767,0,1.94174757281553,0.970873786407767,1.94174757281553,5.8252427184466,3.88349514563107,8.7378640776699,6.79611650485437,2.9126213592233,2.9126213592233,0.970873786407767,0.970873786407767,1.94174757281553,1.94174757281553,1.94174757281553,1.94174757281553,0,1.94174757281553,0.970873786407767,2.9126213592233,1.94174757281553,0.970873786407767,0,0.970873786407767,0,0.970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970873786407767,0.970873786407767,0,0,0,0,0,0.970873786407767,1.94174757281553,0,0.970873786407767,1.94174757281553,1.94174757281553,0.970873786407767,7.76699029126214,3.88349514563107,3.88349514563107,0.970873786407767,0.970873786407767,0.970873786407767,3.88349514563107,0,0.970873786407767,0.970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"Month","Fleet",3,0,149,0,0,2.87769784172662,0,0.719424460431655,0.719424460431655,0,0,0,0,2.15827338129496,4.31654676258993,5.03597122302158,2.87769784172662,2.15827338129496,0,2.15827338129496,3.59712230215827,5.03597122302158,2.87769784172662,2.15827338129496,0,0.719424460431655,1.43884892086331,1.43884892086331,0.719424460431655,0.719424460431655,0.719424460431655,0.719424460431655,2.15827338129496,0,1.43884892086331,1.43884892086331,1.43884892086331,1.43884892086331,0.719424460431655,1.43884892086331,2.15827338129496,2.15827338129496,1.43884892086331,1.43884892086331,1.43884892086331,0,0.719424460431655,0,0,0,0.719424460431655,0.719424460431655,0.719424460431655,0,0,0,2.15827338129496,0,0.719424460431655,0.719424460431655,0.719424460431655,0,1.43884892086331,0,2.15827338129496,3.59712230215827,3.59712230215827,2.87769784172662,0.719424460431655,0.719424460431655,1.43884892086331,2.87769784172662,4.31654676258993,2.15827338129496,0.719424460431655,0,0,0,0.719424460431655,1.43884892086331,1.43884892086331,0,0,0,0.719424460431655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",3,0,218,0,0,0,0,0,0,0,1.08695652173913,0,2.17391304347826,3.26086956521739,5.43478260869565,2.17391304347826,0,1.08695652173913,0,2.17391304347826,0,1.08695652173913,4.34782608695652,4.34782608695652,2.17391304347826,5.43478260869565,1.08695652173913,2.17391304347826,3.26086956521739,7.60869565217391,3.26086956521739,2.17391304347826,4.34782608695652,2.17391304347826,1.08695652173913,1.08695652173913,1.08695652173913,1.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08695652173913,1.08695652173913,1.08695652173913,0,2.17391304347826,2.17391304347826,0,0,1.08695652173913,1.08695652173913,1.08695652173913,3.26086956521739,3.26086956521739,3.26086956521739,3.26086956521739,2.17391304347826,2.17391304347826,2.17391304347826,2.17391304347826,1.08695652173913,0,1.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",3,0,273,0,0,0,0,0,0,0,0.840336134453782,1.68067226890756,2.52100840336134,3.36134453781513,3.36134453781513,2.52100840336134,0,0,0,0.840336134453782,0.840336134453782,1.68067226890756,1.68067226890756,0.840336134453782,0.840336134453782,0.840336134453782,3.36134453781513,1.68067226890756,4.20168067226891,1.68067226890756,5.04201680672269,1.68067226890756,3.36134453781513,1.68067226890756,1.68067226890756,2.52100840336134,2.52100840336134,4.20168067226891,2.52100840336134,3.36134453781513,2.52100840336134,2.52100840336134,1.68067226890756,1.68067226890756,0.840336134453782,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52100840336134,2.52100840336134,2.52100840336134,0.840336134453782,0.840336134453782,0,0.840336134453782,0,0.840336134453782,0.840336134453782,1.68067226890756,0.840336134453782,1.68067226890756,1.68067226890756,1.68067226890756,1.68067226890756,2.52100840336134,2.52100840336134,0.840336134453782,0.840336134453782,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",3,0,411,0,0,0,0,0,0,0,0,1.0126582278481,3.54430379746835,6.07594936708861,5.56962025316456,3.0379746835443,2.78481012658228,3.54430379746835,3.54430379746835,4.05063291139241,4.30379746835443,2.78481012658228,1.77215189873418,0.253164556962025,0,0.506329113924051,0.759493670886076,0.506329113924051,0.253164556962025,1.0126582278481,0.253164556962025,0.759493670886076,0.759493670886076,2.0253164556962,0.759493670886076,1.0126582278481,2.0253164556962,2.27848101265823,1.51898734177215,1.51898734177215,2.0253164556962,2.0253164556962,0.506329113924051,1.51898734177215,1.26582278481013,0.506329113924051,0.506329113924051,0.253164556962025,0.253164556962025,0.253164556962025,0,0.506329113924051,0,0,0,0,0,0,0,0,0,0.253164556962025,0.759493670886076,2.78481012658228,4.30379746835443,3.29113924050633,1.26582278481013,1.0126582278481,1.51898734177215,3.0379746835443,4.30379746835443,2.0253164556962,1.51898734177215,1.0126582278481,0.759493670886076,0.506329113924051,0.506329113924051,0.253164556962025,0.506329113924051,0.506329113924051,0.506329113924051,0.506329113924051,0.506329113924051,0,0.253164556962025,0,0.253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",3,0,268,0,0,0,0,0,0,0,0,0,0.253807106598985,0.50761421319797,0.50761421319797,0.761421319796954,0.253807106598985,0.50761421319797,0.50761421319797,0.761421319796954,1.77664974619289,1.01522842639594,2.28426395939086,2.03045685279188,4.06091370558376,4.56852791878173,3.04568527918782,3.80710659898477,3.80710659898477,3.04568527918782,4.56852791878173,2.03045685279188,2.53807106598985,3.55329949238579,2.03045685279188,3.2994923857868,1.52284263959391,1.77664974619289,0.50761421319797,0.50761421319797,1.52284263959391,0.50761421319797,1.01522842639594,1.26903553299492,1.77664974619289,0.761421319796954,1.52284263959391,0,0,1.01522842639594,0.50761421319797,0,0.761421319796954,0,0,0,0,0,0,0,0,0,0,0.253807106598985,0.50761421319797,0.50761421319797,0.253807106598985,0,0,0.50761421319797,0.253807106598985,2.28426395939086,0.50761421319797,1.52284263959391,5.0761421319797,0.761421319796954,1.77664974619289,2.28426395939086,4.56852791878173,2.79187817258883,3.55329949238579,1.26903553299492,0.761421319796954,2.03045685279188,0.253807106598985,1.26903553299492,0.50761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
