"caption","alt_caption","label","filein"
"Reconstructed commercial landings for the state of California by fleet (fixed gear, FG, circles; trawl gear, TW, triangles) and area (northern region, blue; southern region, red). Dashed line indicates data were interpolated across years.","","catch-comm-CA-interpolate-ts","../figures/catch-comm-CA-interpolate-ts.png"
