caption,alt_caption,label,filein
"Comparison of recreational landings from this assessment (dashed line) versus the previous assessment (solid line) for each state (colors). The previous assessment used numbers for WA recreational landings, whereas this assessment used weight.",,catch-rec-ca-oldts,../figures/catch-rec-ca-oldts.png
