caption,alt_caption,label,filein
Comparison of estimated growth curves and variability in growth for the north and south base models.,,compare_north_vs_south_growth,../figures/compare_north_vs_south_growth.png
Comparison estimates for parameters of interest from each model with normal approximation to posterior based on asymptotic standard error with priors shown in black.,,compare_north_vs_south_pars,../figures/compare_north_vs_south_pars.png
Comparison estimates for quantities of interest from each model with normal approximation to posterior based on asymptotic standard error.,,compare_north_vs_south_quants,../figures/compare_north_vs_south_quants.png
