"year","month","fleet","sex","partition","ageErr","agelow","agehigh","Nsamp","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15"
1992,"Month","Fleet",3,0,"Enter","Enter","Enter",14,0,6.25,12.5,31.25,3.125,0,12.5,0,0,0,0,0,0,0,0,0,0,6.25,18.75,3.125,3.125,0,3.125,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",3,0,"Enter","Enter","Enter",190,0,9.85915492957746,9.85915492957746,19.7183098591549,15.4929577464789,5.63380281690141,4.22535211267606,1.40845070422535,0,0,0,0,0,0,0,0,0,5.63380281690141,7.04225352112676,7.04225352112676,5.63380281690141,4.22535211267606,2.8169014084507,1.40845070422535,0,0,0,0,0,0,0,0
1998,"Month","Fleet",3,0,"Enter","Enter","Enter",249,0.892857142857143,15.1785714285714,8.92857142857143,9.82142857142857,12.5,8.03571428571429,3.57142857142857,8.92857142857143,0,0,0,0,0,0,0,0,0,9.82142857142857,6.25,7.14285714285714,4.46428571428571,1.78571428571429,0.892857142857143,0.892857142857143,0.892857142857143,0,0,0,0,0,0,0
2001,"Month","Fleet",3,0,"Enter","Enter","Enter",235,0,9.45454545454546,18.5454545454545,12.3636363636364,3.27272727272727,2.54545454545455,4,5.81818181818182,5.09090909090909,3.63636363636364,2.54545454545455,0.727272727272727,0.363636363636364,0.363636363636364,0,0.363636363636364,0,6.54545454545455,14.1818181818182,6.90909090909091,1.45454545454545,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0,0,0,0,0,0
2004,"Month","Fleet",3,0,"Enter","Enter","Enter",252,0,0.520833333333333,5.98958333333333,12.7604166666667,14.84375,16.1458333333333,5.20833333333333,2.34375,2.86458333333333,2.34375,1.82291666666667,1.5625,1.30208333333333,0,0,0,0,0.520833333333333,1.82291666666667,9.63541666666667,11.1979166666667,4.94791666666667,2.34375,0.78125,0.260416666666667,0.78125,0,0,0,0,0,0
