"caption","alt_caption","label","filein"
"Time-varying selectivity (top) and retention (bottom) for the  commercial trawl and fixed-gear fleets.","Time-varying selectivity (top) and retention (bottom) for the  commercial trawl and fixed-gear fleets","selectivity_comm_males","../models/2021.s.018.001_fixTri3/custom_plots/selectivity_comm_males.png"
