"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1936,9.25665,111.535,345.784,658.763,976.551,1241.04,1433.68,1550.73,1596.94,1583.55,1525.42,1440.03,1339.71,1233.27,1126.72,1021.29,918.233,819.465,723.698,631.525,545.836,468.99,402.293,345.417,297.009,1722.9
1937,9.25626,111.484,345.751,657.909,976.949,1246.68,1436.94,1552.69,1600.97,1590.69,1534.11,1445.39,1340.12,1228.37,1116.87,1010.36,907.719,809.976,718.205,630.782,547.85,471.604,403.807,345.353,295.773,1709.53
1938,9.25342,111.479,345.542,656.868,973.314,1243.6,1439.3,1552.16,1599.46,1591.82,1538.76,1451.88,1343.76,1227.71,1111.63,1000.9,897.498,800.291,709.554,625.721,546.983,473.161,405.909,346.531,295.618,1696.66
1939,9.25556,111.445,345.582,657.557,974.569,1243.58,1441.41,1560.33,1603.73,1594.13,1542.74,1458.42,1351.38,1232.23,1111.93,996.892,889.632,791.713,701.419,618.469,542.826,472.603,407.405,348.462,296.731,1686.23
1940,9.26234,111.471,345.526,658.705,978.113,1249.15,1446.2,1567.38,1616.29,1601.65,1547.47,1464.08,1358.89,1240.3,1116.86,997.806,886.588,785.187,694.237,611.653,536.762,469.199,407.08,349.875,298.49,1678.96
1941,9.26745,111.553,345.568,657.839,978.118,1251.23,1449.85,1569.84,1621.19,1612.2,1553.2,1467.34,1363.2,1246.44,1123.57,1001.76,887.023,782.197,688.268,605.188,530.679,463.819,404.033,349.5,299.621,1673.96
1942,9.27312,111.614,345.819,657.835,976.871,1251.54,1452.74,1574.29,1624.12,1617.36,1563.59,1472.85,1366.26,1250.39,1129.12,1007.76,890.511,782.556,685.623,599.962,525.05,458.546,399.385,346.871,299.288,1670.66
1943,9.2893,111.683,346.156,661.106,983.821,1260.8,1465.97,1590.05,1639.67,1629.13,1575.48,1487.98,1375.4,1256.26,1135.06,1014.58,897.292,786.776,686.85,598.391,521.115,454.173,395.25,343.217,297.318,1669.03
1944,9.30059,111.878,346.281,659.94,984.715,1264,1470.15,1598,1650.36,1640.03,1583.21,1496.35,1387.23,1262.87,1138.98,1018.79,902.463,792.046,689.971,598.99,519.364,450.451,391.216,339.443,294.002,1664.98
1945,9.31357,112.014,346.904,660.529,983.961,1266.8,1475.9,1604.55,1660.33,1652.09,1594.84,1504.47,1395.62,1274.17,1145.3,1022.56,906.404,796.759,694.71,601.805,519.958,448.997,388.059,336.02,290.802,1658.86
1946,9.32636,112.17,347.317,661.582,984.508,1265.37,1478.68,1610.36,1666.72,1661.71,1606.27,1515.28,1403,1281.72,1155.42,1028.13,909.675,800.177,698.795,605.899,522.369,449.485,386.786,333.29,287.855,1650.84
1947,9.33328,112.324,347.705,660.521,981.804,1259.83,1469.85,1606.38,1666.57,1662.98,1611.52,1522.91,1410.56,1286.53,1160.73,1036,913.67,802.294,701.172,608.96,525.516,451.239,386.936,331.975,285.333,1640.55
1948,9.32452,112.406,347.956,657.484,969.852,1239.83,1444.01,1577.79,1645.79,1649.21,1602.07,1519.68,1411.41,1288.71,1161.46,1037.96,918.493,804.123,701.69,609.968,527.321,453.274,387.895,331.656,283.84,1627.79
1949,9.31151,112.3,348.157,656.961,963.154,1221.61,1417.62,1546.69,1613.5,1626.09,1586.71,1509.07,1407.07,1288.42,1162.58,1037.95,919.699,807.939,702.946,610.141,527.967,454.646,389.494,332.355,283.466,1615.23
1950,9.29373,112.144,347.751,655.866,959.182,1208.8,1391.98,1513.77,1577.53,1590.64,1561.53,1492.23,1395.34,1282.94,1161.11,1037.99,918.91,808.376,705.778,610.825,527.785,454.932,390.45,333.542,283.914,1603.57
1951,9.26072,111.929,346.992,649.414,946.826,1190.44,1363.15,1472.7,1531.59,1544.46,1518.4,1460.95,1373.49,1267.09,1151.95,1033.22,916.131,805.382,704.275,611.74,527.111,453.733,389.835,333.649,284.339,1591.08
1952,9.2298,111.532,346.398,649.424,940.437,1179.15,1347.03,1446.64,1493.94,1502.73,1476.96,1422.72,1346.4,1248.6,1138.81,1025.95,912.638,803.522,702.134,610.818,528.213,453.408,389.017,333.297,284.574,1581.71
1953,9.20807,111.16,345.302,650.684,946.11,1179.34,1343.31,1438.18,1475.06,1472.07,1442.15,1387.97,1314.41,1226.56,1124.24,1015.88,907.512,801.498,701.346,609.633,527.96,454.797,389.097,332.89,284.514,1575.26
1954,9.2074,110.899,344.472,654.959,961.304,1204.42,1363.05,1452.83,1482.75,1467.08,1423.84,1364.29,1289.64,1203.38,1109.25,1006.83,901.815,799.612,701.71,610.686,528.354,455.744,391.245,333.744,284.814,1573.1
1955,9.20035,110.89,343.56,651.72,962.735,1215.81,1382.82,1465.41,1490.37,1468.76,1414.42,1343.48,1264.97,1178.66,1086.71,992.175,892.82,793.834,699.459,610.526,528.887,455.779,391.813,335.387,285.383,1570.75
1956,9.19012,110.805,343.472,648.843,955.236,1213.52,1391.18,1482.14,1499.41,1473.2,1413.6,1332.7,1244.21,1154.96,1063.47,971.28,879.231,785.437,694.016,608.252,528.492,456.029,391.673,335.734,286.673,1568.69
1957,9.17455,110.681,343.111,647.146,946.464,1196.59,1379.77,1482.63,1509.3,1476.41,1413.49,1328.63,1231.75,1134.13,1040.65,949.394,859.839,772.788,686.124,603.079,526.17,455.406,391.66,335.429,286.819,1567.34
1958,9.14585,110.493,342.554,643.235,936.491,1174.73,1348.19,1458.5,1499.37,1477.65,1409.91,1323.35,1223.98,1119.65,1019.42,927.051,838.863,754.436,674,595.34,520.973,452.812,390.637,335.017,286.229,1564.68
1959,9.10455,110.147,341.824,639.387,924.788,1154.13,1314.57,1416.49,1467.32,1461.51,1405.91,1315.89,1215.87,1110.02,1004.36,906.489,817.778,734.928,657.081,584.063,513.66,447.82,387.982,333.787,285.585,1560.46
1960,9.07142,109.65,340.907,640.674,926.173,1150.39,1303.8,1392.98,1435.28,1438.62,1397.08,1317.14,1212.77,1105.51,997.899,894.787,800.973,717.523,640.954,570.107,504.51,442.01,384.096,331.841,284.801,1557.66
1961,9.04656,109.252,339.48,640.898,933.013,1159.7,1308.23,1389.85,1418.58,1413,1379.76,1312.4,1216.61,1104.73,995.412,890.244,791.584,703.536,626.39,556.617,492.869,434.478,379.395,328.75,283.333,1555.6
1962,9.02255,108.953,338.186,636.996,930.746,1164.66,1314.81,1390.74,1412.08,1393.84,1353.02,1294.39,1210.86,1107.15,993.864,887.35,787.023,694.85,613.819,543.67,480.957,424.244,372.755,324.579,280.57,1551.97
1963,9.02598,108.663,337.418,637.786,931.429,1169.97,1329.12,1405.92,1420.14,1393.46,1339.62,1273.35,1197.57,1104.62,998.222,887.727,785.889,692.007,607.192,533.547,470.427,414.544,364.441,319.292,277.343,1548.25
1964,9.05705,108.705,336.527,636.447,932.65,1170.69,1334.89,1420.92,1435.42,1401.29,1339.2,1260.74,1178.13,1092.54,995.99,891.667,786.266,691.048,604.741,527.815,461.692,405.489,356.126,312.187,272.839,1542.39
1965,9.12267,109.079,336.746,636.589,934.464,1177.27,1341.2,1432.33,1455.31,1420.13,1349.75,1262.76,1168.38,1076.35,986.353,890.692,790.579,692.044,604.442,526.124,457.094,398.26,348.599,305.276,266.946,1534.52
1966,9.22449,109.868,337.858,636.675,931.777,1173.45,1341.12,1431.77,1460.88,1435.15,1364.57,1270.4,1168.68,1066.38,971.013,881.576,789.373,695.607,605.154,525.756,455.555,394.242,342.349,298.799,261.02,1522.73
1967,9.28671,111.094,340.134,636.098,924.408,1158.35,1323.39,1418.88,1449.29,1431.73,1372.07,1279.09,1171.79,1063.66,959.74,866.097,779.899,693.443,607.4,525.688,454.688,392.474,338.537,293.148,255.238,1506.38
1968,9.10709,111.843,343.923,640.478,923.312,1148.46,1305.46,1399.26,1435.53,1419.84,1368.41,1285.86,1179.65,1066.41,957.241,856.019,766.2,685.125,605.52,527.651,454.643,391.74,337.031,289.896,250.421,1487.69
1969,8.71737,109.68,346.261,647.876,930.687,1148.98,1296.62,1382.54,1417.58,1407.83,1358.12,1283.21,1186.45,1073.94,959.983,853.986,757.427,673.198,598.339,526.082,456.39,391.739,336.431,288.63,247.662,1467.89
1970,8.32589,104.987,339.542,651.205,941.073,1159.27,1298.91,1374.78,1401.85,1390.99,1347.03,1273.66,1183.9,1079.92,966.497,856.148,755.352,665.233,587.687,519.63,454.844,393.081,336.29,287.996,246.478,1448.26
1971,8.14481,100.271,324.352,625.685,917.796,1134.72,1270.67,1339.89,1361.47,1348.34,1308.62,1245.22,1160.66,1066.08,962.707,854.688,751.479,658.765,576.969,507.288,446.703,389.628,335.697,286.445,244.758,1424.42
1972,9.60743,98.089,309.586,594.311,872.72,1092.47,1227.65,1295.5,1313.92,1299.03,1260.29,1203.38,1129.87,1041.41,947.487,849.105,748.467,654.037,570.294,497.185,435.402,382.087,332.283,285.56,243.13,1401.36
1973,16.2275,115.701,302.087,553.028,797.66,995.327,1133.86,1206.03,1230.76,1220.86,1187.66,1137.64,1074.82,1000.1,914.62,826.895,736.522,645.767,561.665,487.761,423.73,369.938,323.778,280.929,240.95,1373.2
1974,10.1349,195.426,355.567,527.522,720,882.462,1004.44,1086.52,1121.24,1122.42,1098.3,1057.1,1003.63,940.993,869.732,791.111,711.401,630.655,550.645,477.184,413.075,357.853,311.672,272.213,235.763,1341.15
1975,7.31162,122.052,599.186,606.107,664.432,770.189,863.156,936.214,986.163,1001.64,991.956,962.623,920.103,868.262,809.671,745.079,674.65,604.211,533.698,464.5,401.401,346.619,299.638,260.483,227.138,1303.25
1976,12.315,88.0508,374.351,1027.16,766.139,711,752.696,803.852,849.443,881.163,885.828,870.329,838.952,797.154,748.236,694.716,636.398,573.899,512.115,450.894,391.321,337.323,290.655,250.786,217.659,1266.49
1977,21.4278,148.304,270.162,644.785,1303.53,821.35,695.399,701.391,729.916,759.806,780.288,778.341,759.676,727.978,688.022,642.979,594.259,542.137,487.099,433.244,380.356,329.272,283.212,243.564,209.806,1229.56
1978,3.74168,258.053,456.887,484.641,870.16,1495.56,857.684,686.986,669.506,680.852,696.856,706.179,696.716,673.695,640.419,601.359,558.497,513.377,466.13,417.081,369.637,323.506,279.304,239.676,205.71,1202.91
1979,6.55622,45.0594,794.338,814.844,643.458,974.526,1521.87,827.71,643.208,615.089,617.19,625.051,627.774,614.539,590.134,557.813,520.844,481.31,440.48,398.396,355.27,313.93,274.048,236.079,202.196,1176.08
1980,8.95989,78.9533,138.305,1373.69,1039.5,693.349,957.594,1424.01,754.294,577.137,546.16,543.596,546.736,545.763,531.311,507.906,477.836,444.288,409.023,373.08,336.447,299.256,263.842,229.876,197.693,1142.88
1981,5.46902,107.895,241.865,235.372,1696.01,1073.79,652.753,862.32,1256.64,659.364,501.825,472.991,469.022,469.987,467.425,453.623,432.062,405.102,375.489,344.71,313.626,282.199,250.511,220.485,191.811,1108.1
1982,4.55956,65.8589,330.783,414.503,294.271,1778.94,1026.43,595.868,769.769,1108.91,577.754,437.342,410.234,404.947,404.027,400.37,386.987,367.233,343.166,317.123,290.351,263.545,236.645,209.692,184.268,1076.04
1983,8.27279,54.9082,201.858,563.616,518.216,310.746,1715.96,944.846,535.341,682.23,974.159,504.131,379.416,354.051,347.823,345.676,341.109,328.453,310.621,289.379,266.697,243.603,220.654,197.774,174.973,1041.6
1984,6.40219,99.6354,169.109,355.881,734.345,565.504,309.314,1630.46,875.12,487.835,614.227,868.361,445.506,332.734,308.382,301.275,297.763,292.397,280.341,264.125,245.257,225.389,205.363,185.618,166.064,1011.08
1985,8.30392,77.1064,306.832,297.886,464.138,803.856,564.893,294.789,1513.54,798.706,439.658,547.868,767.666,390.769,289.836,267.111,259.502,255.219,249.539,238.348,223.823,207.239,189.979,172.729,155.833,978.077
1986,7.27635,100.01,237.976,550.977,382.968,481.483,755.629,511.604,263.595,1346.74,708.254,388.375,481.804,671.826,340.295,251.3,230.495,222.951,218.404,212.789,202.609,189.737,175.255,160.322,145.498,945.228
1987,7.28592,87.634,309.091,433.893,718.491,400.383,454.555,686.805,459.347,235.686,1200.69,629.194,343.497,424.02,588.225,296.585,217.93,198.971,191.659,187.052,181.643,172.452,161.087,148.463,135.552,912.329
1988,3.70216,87.7491,270.019,544.872,539.165,713.276,359.967,395.752,594.429,398.177,204.682,1042.98,545.772,297.182,365.655,505.688,254,185.961,169.211,162.492,158.149,153.199,145.134,135.312,124.503,869.754
1989,6.24192,44.5873,269.83,465.087,648.361,506.097,606.461,298.464,329.025,498.876,336.936,174.091,889.103,465.325,253.079,310.913,428.857,214.827,156.867,142.384,136.419,132.5,128.117,121.175,112.814,820.748
1990,4.1472,75.1741,136.855,456.124,535.017,582.303,410.653,481.845,239.481,268.449,412.92,281.64,146.358,749.492,392.528,213.449,261.803,360.419,180.176,131.3,118.95,113.767,110.323,106.523,100.624,767.749
1991,9.56854,49.9468,230.989,234.173,537.216,495.799,487.841,335.64,395.735,199.051,225.482,349.224,239.037,124.353,636.472,332.978,180.653,221.034,303.548,151.392,110.085,99.5348,95.0297,92.009,88.7172,715.946
1992,4.19278,115.239,153.615,399.473,281.405,511.047,426.418,408.016,280.932,333.964,169.237,192.583,298.802,204.478,106.214,542.65,283.087,153.142,186.851,255.933,127.339,92.3966,83.3816,79.4733,76.833,664.921
1993,2.88432,50.4957,355.014,270.949,495.834,278.08,455.568,367.761,350.343,242.155,289.015,146.728,166.913,258.486,176.393,91.3665,465.09,241.767,130.354,158.563,216.59,107.501,77.8329,70.1056,66.7087,615.743
1994,3.80498,34.7283,155.368,641.422,337.464,483.352,243.558,387.322,313.199,301.348,210.155,252.18,128.291,145.886,225.489,153.508,79.2347,401.906,208.208,111.902,135.721,184.904,91.5599,66.1552,59.4796,572.301
1995,0.66295,45.817,107.098,285.791,853.08,365.102,471.575,227.286,355.134,284.975,272.79,189.271,225.858,114.228,129.131,198.551,134.421,69.0315,348.552,179.833,96.304,116.433,158.188,78.1421,56.3423,531.452
1996,3.20033,7.98322,141.508,198.861,388.666,951.043,367.16,451.879,212.91,328.556,261.277,248.088,170.796,202.289,101.586,114.141,174.42,117.43,60.0083,301.673,155.051,82.7554,99.762,135.196,66.6389,495.028
1997,2.06655,38.5389,24.6676,263.064,268.792,426.995,941.047,346.969,418.79,195.439,299.547,236.665,223.223,152.646,179.613,89.6824,100.17,152.251,102.013,51.9081,259.974,133.18,70.8792,85.2329,115.258,473.236
1998,2.16626,24.8851,118.998,45.7183,355.7,297.053,425.545,894.698,322.994,385.596,178.541,271.682,213.121,199.608,135.581,158.6,78.7164,87.4464,132.27,88.2452,44.7336,223.304,114.067,60.5557,72.6616,497.006
1999,6.41582,26.0643,76.9753,225.619,65.3048,421.12,315.369,425.681,866.479,306.751,360.999,165.127,248.521,193.01,179.146,120.76,140.231,69.1522,76.3894,114.978,76.3825,38.5773,191.958,97.7851,51.7887,481.408
2000,4.41921,77.1728,80.5571,146.198,322.67,74.635,423.877,301.205,399.244,806.826,283.972,331.878,150.606,224.797,173.179,159.601,106.825,123.267,60.4477,66.4476,99.5883,65.9137,33.1832,164.66,83.6787,450.411
2001,4.39759,53.2022,239.122,153.985,216.631,397.542,80.8411,427.574,293.136,380.797,758.538,263.696,304.717,136.851,202.352,154.654,141.443,94.0388,107.879,52.6334,57.6029,86.0034,56.7352,28.4814,140.984,452.205
2002,3.1604,52.9469,164.891,457.27,228.437,268.24,434.173,82.2296,418.905,280.923,359.156,705.878,242.457,277.153,123.269,180.792,137.108,124.548,82.3182,93.9504,45.6343,49.7516,74.0356,48.701,24.3882,503.549
2003,3.30207,38.0465,164.04,314.876,653.373,251.604,256.471,397.503,74.9112,382.706,256.833,327.436,640.117,218.423,247.943,109.576,159.651,120.353,108.746,71.536,81.3079,39.3515,42.7679,63.4707,41.6536,445.074
2004,1.78966,39.7598,117.943,313.47,435.322,638.121,206.685,206.1,329.013,64.0569,334.583,227.156,290.793,568.239,193.335,218.651,96.1653,139.449,104.658,94.1813,61.7297,69.9357,33.7515,36.5907,54.1859,410.231
2005,2.00377,21.5475,123.228,225.345,444.197,464.668,586.225,182.794,183,295.252,57.8517,302.484,204.793,260.881,506.812,171.466,192.738,84.2927,121.613,90.8593,81.4382,53.1911,60.0788,28.9179,31.2787,392.212
