"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1889,8.87337,123.536,374.436,579.819,676.814,682.063,631.582,555.441,472.85,394.2,324.17,264.194,214.034,172.713,139.001,111.681,89.6231,71.8638,57.5926,46.1389,36.9541,29.5929,23.6955,18.972,15.1894,60.9689
1890,8.87218,123.545,374.404,579.524,676.254,681.348,630.83,554.73,472.221,393.663,323.723,263.826,213.735,172.47,138.806,111.524,89.4966,71.7623,57.5112,46.0737,36.9019,29.5511,23.6621,18.9452,15.1679,60.8827
1891,8.86966,123.529,374.399,579.178,675.35,680.069,629.415,553.358,470.987,392.601,322.834,263.093,213.137,171.986,138.415,111.209,89.2438,71.5595,57.3486,45.9434,36.7975,29.4675,23.5951,18.8916,15.125,60.7104
1892,8.86579,123.494,374.315,578.873,674.383,678.441,627.477,551.404,469.191,391.037,321.515,262.002,212.245,171.262,137.83,110.738,88.8654,71.2558,57.1051,45.7482,36.6411,29.3423,23.4948,18.8113,15.0607,60.4522
1893,8.86056,123.44,374.176,578.445,673.462,676.749,625.217,548.992,466.901,389.006,319.784,260.562,211.064,170.302,137.053,110.112,88.3621,70.8517,56.781,45.4884,36.433,29.1755,23.3613,18.7044,14.9751,60.1087
1894,8.85594,123.367,374.029,578.384,673.256,676.196,624.047,547.381,465.183,387.385,318.354,259.349,210.058,169.479,136.385,109.573,87.9277,70.5026,56.5008,45.2638,36.253,29.0313,23.2458,18.6119,14.901,59.8113
1895,8.85209,123.302,373.826,578.314,673.48,676.365,623.932,546.728,464.146,386.239,317.259,258.38,209.236,168.797,135.828,109.121,87.5624,70.2086,56.2646,45.0742,36.101,28.9096,23.1483,18.5338,14.8385,59.5602
1896,8.84915,123.249,373.649,578.157,673.696,676.97,624.487,547.002,463.923,385.659,316.555,257.684,208.61,168.262,135.383,108.757,87.2669,69.9698,56.0724,44.9198,35.9771,28.8102,23.0686,18.47,14.7874,59.355
1897,8.84645,123.208,373.485,577.87,673.491,677.158,625.014,547.459,464.13,385.452,316.062,257.097,208.036,167.75,134.947,108.394,86.9708,69.7296,55.8785,44.7637,35.8517,28.7096,22.988,18.4054,14.7356,59.1472
1898,8.84396,123.17,373.36,577.605,673.134,676.923,625.158,547.893,464.493,385.602,315.874,256.682,207.55,167.279,134.528,108.039,86.6762,69.489,55.6835,44.6064,35.7251,28.608,22.9064,18.34,14.6833,58.9367
1899,8.84166,123.136,373.244,577.399,672.803,676.535,624.91,547.991,464.836,385.883,315.98,256.515,207.204,166.878,134.143,107.697,86.3869,69.2497,55.4882,44.4481,35.5975,28.5053,22.824,18.2739,14.6303,58.7236
1900,8.83953,123.104,373.138,577.209,672.54,676.174,624.522,547.745,464.894,386.146,316.192,256.586,207.057,166.59,133.814,107.383,86.1089,69.0146,55.2939,44.2897,35.4691,28.4018,22.7408,18.2071,14.5767,58.508
1901,8.83696,123.074,373.024,576.894,672.033,675.546,623.807,547.046,464.368,385.924,316.184,256.575,206.966,166.352,133.487,107.042,85.7951,68.7427,55.0662,44.1026,35.3171,28.2789,22.6418,18.1275,14.5129,58.2511
1902,8.83388,123.038,372.918,576.567,671.381,674.673,622.846,546.059,463.458,385.218,315.777,256.385,206.808,166.159,133.199,106.702,85.4609,68.4424,54.8094,43.8891,35.1424,28.1372,22.5274,18.0355,14.4389,57.9532
1903,8.83028,122.995,372.792,576.25,670.713,673.652,621.656,544.857,462.303,384.191,314.973,255.87,206.504,165.911,132.947,106.395,85.1275,68.1259,54.53,43.6524,34.9466,27.9775,22.3981,17.9313,14.3551,57.6148
1904,8.82612,122.945,372.645,575.904,670.056,672.614,620.33,543.453,460.964,382.961,313.908,255.033,205.939,165.546,132.652,106.116,84.8199,67.8101,54.2379,43.3979,34.7325,27.8011,22.2546,17.8152,14.2616,57.2366
1905,8.82142,122.887,372.476,575.524,669.362,671.585,618.986,541.929,459.455,381.579,312.676,253.984,205.115,164.971,132.262,105.801,84.5344,67.515,53.9464,43.1334,34.5044,27.6103,22.0979,17.6879,14.1588,56.8192
1906,8.81755,122.822,372.318,575.423,669.224,671.277,618.444,541.136,458.502,380.615,311.784,253.181,204.428,164.438,131.905,105.572,84.3491,67.34,53.7533,42.9348,34.3207,27.4502,21.9632,17.577,14.0685,56.4496
1907,8.81462,122.768,372.138,575.342,669.414,671.529,618.569,541.046,458.169,380.112,311.235,252.654,203.941,164.015,131.581,105.37,84.2325,67.2451,53.656,42.8147,34.1895,27.3255,21.853,17.4836,13.9913,56.1279
1908,8.81271,122.727,371.993,575.227,669.629,672.112,619.214,541.542,458.434,380.126,311.064,252.406,203.676,163.753,131.346,105.194,84.1372,67.2052,53.6227,42.771,34.1208,27.2427,21.771,17.4096,13.9279,55.8545
1909,8.81183,122.701,371.888,575.166,669.806,672.724,620.167,542.497,459.198,380.637,311.317,252.465,203.635,163.669,131.24,105.089,84.0636,67.1824,53.6335,42.7785,34.1131,27.2095,21.7222,17.358,13.88,55.6304
1910,8.80995,122.688,371.773,574.699,669.158,672.166,619.96,542.607,459.368,380.729,311.286,252.303,203.385,163.397,130.98,104.85,83.8565,67.0247,53.5363,42.724,34.0687,27.1632,21.6638,17.2936,13.8185,55.3319
1911,8.8069,122.662,371.702,574.215,668.033,670.777,618.67,541.697,458.82,380.326,310.91,251.909,202.956,162.956,130.569,104.487,83.5412,66.7605,53.3314,42.5833,33.9748,27.0876,21.5948,17.2215,13.7468,54.9636
1912,8.80257,122.62,371.588,573.796,666.887,668.907,616.613,539.838,457.405,379.324,310.127,251.234,202.339,162.37,130.022,104.004,83.1281,66.4101,53.0418,42.3569,33.8123,26.9726,21.5025,17.141,13.669,54.5321
1913,8.79694,122.559,371.424,573.309,665.812,667.011,614.11,537.306,455.186,377.603,308.853,250.228,201.495,161.633,129.36,103.412,82.6186,65.9819,52.6836,42.0632,33.5817,26.803,21.3788,17.0419,13.5845,54.0461
1914,8.78998,122.481,371.207,572.741,664.651,665.18,611.579,534.384,452.398,375.218,306.992,248.824,200.383,160.713,128.576,102.728,82.023,65.4772,52.2638,41.7152,33.2978,26.5794,21.2119,16.9179,13.4853,53.5119
1915,8.78173,122.384,370.933,572.087,663.391,663.257,609.102,531.435,449.281,372.362,304.59,246.947,198.953,159.58,127.647,101.948,81.3542,64.9044,51.7837,41.3187,32.9712,26.3138,21.0023,16.7598,13.3664,52.9286
1916,8.77221,122.269,370.604,571.343,662.025,661.229,606.537,528.53,446.14,369.236,301.808,244.635,197.144,158.194,126.549,101.053,80.6096,64.2741,51.25,40.8747,32.6064,26.0147,20.7597,16.5681,13.2207,52.2914
1917,8.76019,122.136,370.187,570.222,660.008,658.403,603.156,524.878,442.45,365.597,298.398,241.685,194.72,156.289,125.075,99.8838,79.6628,63.4953,50.6004,40.3324,32.1595,25.6499,20.4623,16.3277,13.0303,51.5192
