"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"5","NatM_uniform_Fem_GP_1",0.2,5117.86,0.604438,21521.5,2024.56,0.0940711,7
"4","NatM_uniform_Fem_GP_1",0.25,5105.02,1.17698,18964.9,2675.93,0.141099,7
"3","NatM_uniform_Fem_GP_1",0.3,5091.34,0.00381673,16823.3,3899.08,0.231766,7
"2","NatM_uniform_Fem_GP_1",0.35,5076.32,0.00225731,14435.2,6388.37,0.442556,5
"1","NatM_uniform_Fem_GP_1",0.4,5064.32,9.07681e-05,15579.1,9634.07,0.618397,5
"6","NatM_uniform_Fem_GP_1",0.43793,5060.72,9.758e-05,18616.7,12988.3,0.69767,7
"7","NatM_uniform_Fem_GP_1",0.45,5060.99,8.24538e-05,20048.2,14353.9,0.715969,7
"8","NatM_uniform_Fem_GP_1",0.5,5069.69,9.74103e-05,32703.6,25484.6,0.779259,7
"9","NatM_uniform_Fem_GP_1",0.55,5089.48,9.14688e-05,273938,227851,0.83176,6
