"Var1","Freq"
"Q_extraSD_2_Comm_Fix(2)",9
"Q_extraSD_4_Rec_OR(4)",9
"Retain_L_infl_1_Comm_Trawl(1)_BLK2repl_1998",9
"Retain_L_infl_1_Comm_Trawl(1)_BLK2repl_2007",9
"Size_DblN_descend_se_4_Rec_OR(4)_BLK7repl_1998",7
"Size_DblN_peak_1_Comm_Trawl(1)_BLK1repl_1993",4
"Size_DblN_peak_3_Rec_WA(3)",3
"Size_DblN_peak_6_Surv_TRI(6)",8
