"","comps.year","comps.month","comps.fleet","comps.sex","comps.partition","comps.Nsamp","comps.F.25","comps.F.27","comps.F.29","comps.F.31","comps.F.33","comps.F.35","comps.F.37","comps.F.39","comps.F.41","comps.F.43","comps.F.45","comps.F.47","comps.F.49","comps.F.51","comps.F.53","comps.F.55","comps.F.57","comps.F.59","comps.F.61","comps.F.63","comps.F.65","comps.F.67","comps.F.69","comps.F.71","comps.F.73","comps.F.75","comps.F.77","comps.F.79","comps.F.81","comps.F.83","comps.F.85","comps.F.87","comps.F.89","comps.F.91","comps.F.93","comps.F.95","comps.F.97","comps.F.99","comps.F.101","comps.F.103","comps.F.105","comps.F.107","comps.F.109","comps.F.111","comps.M.25","comps.M.27","comps.M.29","comps.M.31","comps.M.33","comps.M.35","comps.M.37","comps.M.39","comps.M.41","comps.M.43","comps.M.45","comps.M.47","comps.M.49","comps.M.51","comps.M.53","comps.M.55","comps.M.57","comps.M.59","comps.M.61","comps.M.63","comps.M.65","comps.M.67","comps.M.69","comps.M.71","comps.M.73","comps.M.75","comps.M.77","comps.M.79","comps.M.81","comps.M.83","comps.M.85","comps.M.87","comps.M.89","comps.M.91","comps.M.93","comps.M.95","comps.M.97","comps.M.99","comps.M.101","comps.M.103","comps.M.105","comps.M.107","comps.M.109","comps.M.111"
"Row",2016,1,1,3,0,835,0,0,0,0,0,0,1,2,0,0,0,2,0,3,8,4,11,14,5,8,14,13,14,19,15,18,26,46,47,58,49,32,23,16,13,6,6,6,1,4,0,1,1,2,0,0,0,0,1,0,0,1,2,2,6,9,14,26,23,28,21,19,28,39,34,35,20,15,8,11,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
