"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1902,8359.86,5525.7,3652.11,2412.98,1593.25,1051.58,693.781,457.372,301.145,198.073,130.232,85.6215,56.2899,37.0031,24.3231,15.9948,10.5267,6.93705,4.57729,3.02278,1.99709,1.31974,0.872225,0.576495,0.381047,0.742986
1903,8360.13,5526.05,3652.47,2413.25,1593.24,1051.14,693.379,457.316,301.434,198.454,130.523,85.8153,56.4184,37.0904,24.3818,16.0266,10.539,6.93604,4.57081,3.01596,1.99169,1.31587,0.869569,0.574703,0.379849,0.740617
1904,8360.18,5526.23,3652.69,2413.4,1593.24,1050.93,692.921,456.925,301.309,198.584,130.734,85.98,56.5284,37.1634,24.4315,16.0602,10.5566,6.94193,4.56868,3.01073,1.98657,1.3119,0.866744,0.57277,0.378547,0.738031
1905,8360.06,5526.26,3652.8,2413.46,1593.17,1050.73,692.615,456.496,300.963,198.442,130.779,86.0922,56.619,37.224,24.4718,16.0878,10.5754,6.95132,4.5711,3.00836,1.98248,1.3081,0.863847,0.570726,0.377152,0.735233
1906,8360.12,5526.18,3652.83,2413.63,1593.42,1050.93,692.689,456.448,300.787,198.286,130.734,86.1545,56.7143,37.2979,24.5211,16.1205,10.5976,6.96633,4.57905,3.01112,1.98169,1.30592,0.861679,0.569038,0.375952,0.732756
1907,8360.35,5526.23,3652.8,2413.76,1593.75,1051.34,693.023,456.65,300.862,198.243,130.68,86.1572,56.777,37.375,24.5792,16.1592,10.6233,6.9837,4.59071,3.01752,1.98427,1.3059,0.860573,0.56783,0.374985,0.730616
1908,8360.69,5526.37,3652.84,2413.84,1594.05,1051.79,693.5,457.024,301.103,198.366,130.701,86.1545,56.8004,37.4306,24.6395,16.2038,10.6529,7.0033,4.60393,3.02637,1.98926,1.30811,0.860896,0.567321,0.374334,0.728851
1909,8361.15,5526.6,3652.96,2413.98,1594.32,1052.23,694.01,457.493,301.457,198.597,130.83,86.2006,56.8203,37.4604,24.6856,16.2498,10.6864,7.02553,4.61864,3.03626,1.99587,1.3119,0.862685,0.567754,0.374143,0.727541
1910,8360.7,5526.9,3653.03,2413.53,1593.34,1051.21,693.278,457.074,301.242,198.476,130.746,86.1289,56.7465,37.4046,24.6598,16.2502,10.6969,7.03458,4.62473,3.04033,1.99869,1.31382,0.863587,0.56788,0.373735,0.725205
1911,8359.51,5526.61,3653.14,2413.05,1591.98,1049.35,691.575,455.835,300.44,197.979,130.429,85.9159,56.5949,37.2871,24.5775,16.203,10.6773,7.02844,4.62208,3.03868,1.99764,1.31323,0.863243,0.567416,0.373123,0.722052
1912,8357.71,5525.82,3652.87,2412.6,1590.59,1047.24,689.326,453.955,299.099,197.096,129.864,85.5493,56.3502,37.1182,24.4545,16.1188,10.6264,7.00243,4.60939,3.03124,1.99281,1.31008,0.861234,0.566125,0.372118,0.718227
1913,8355.42,5524.62,3652.26,2411.89,1589.21,1045.1,686.899,451.714,297.335,195.857,129.045,85.0196,56.0045,36.8881,24.2978,16.0078,10.5511,6.95585,4.58363,3.01719,1.98417,1.30443,0.857538,0.563736,0.370567,0.713703
1914,8352.74,5523.11,3651.39,2410.95,1587.64,1042.94,684.446,449.354,295.334,194.342,127.994,84.3238,55.552,36.5919,24.101,15.8748,10.4584,6.89334,4.54441,2.99457,1.97117,1.29628,0.852202,0.560238,0.368294,0.708362
1915,8349.76,5521.34,3650.31,2409.82,1585.91,1040.66,681.981,446.974,293.254,192.673,126.763,83.4765,54.9912,36.2261,23.8612,15.7157,10.3514,6.8195,4.49481,2.96317,1.95259,1.28529,0.845227,0.555669,0.365296,0.702019
1916,8346.52,5519.37,3649.05,2408.55,1584.04,1038.26,679.419,444.581,291.161,190.952,125.431,82.5128,54.3324,35.7902,23.5763,15.5287,10.2275,6.73641,4.4379,2.92505,1.9283,1.27066,0.836405,0.550033,0.361602,0.694554
1917,8341.89,5517.22,3647.54,2406.4,1580.52,1034.02,675.315,441.058,288.326,188.732,123.742,81.2696,53.4562,35.197,23.1841,15.2717,10.0586,6.62464,4.36331,2.87449,1.89459,1.24898,0.823011,0.541742,0.356257,0.684072
1918,8336.04,5514.16,3645.92,2404.04,1576.36,1028.63,669.975,436.511,284.748,186.029,121.729,79.7954,52.4002,34.464,22.6907,14.9457,9.84465,6.48397,4.27032,2.81261,1.85289,1.22124,0.80508,0.530504,0.3492,0.67058
1919,8329.14,5510.29,3643.68,2401.58,1572,1022.77,663.852,431.143,280.499,182.842,119.404,78.114,51.1973,33.6169,22.1086,14.5554,9.58685,6.31467,4.15895,2.73903,1.80402,1.18845,0.783299,0.516374,0.340261,0.654077
1920,8331.33,5505.74,3641.87,2405.02,1580.32,1031.03,669.272,433.85,281.574,183.121,119.34,77.923,50.9723,33.4059,21.9338,14.4246,9.49629,6.25459,4.11972,2.71329,1.78693,1.17692,0.775327,0.511013,0.336874,0.648687
1921,8334.99,5507.19,3639,2404.71,1584.39,1038.54,676.406,438.658,284.215,184.409,119.911,78.1378,51.0168,33.3705,21.8694,14.3588,9.44277,6.21649,4.09436,2.69682,1.77614,1.16973,0.770421,0.507532,0.33451,0.645149
1922,8338.73,5509.61,3640.02,2403.2,1584.97,1042.1,682.097,443.904,287.761,186.405,120.932,78.6293,51.2349,33.4505,21.8797,14.3387,9.41425,6.19104,4.07574,2.68439,1.76811,1.16449,0.766907,0.505107,0.33275,0.642287
1923,8342.72,5512.08,3641.73,2404.58,1585.41,1044.09,685.785,448.614,291.864,189.168,122.526,79.4839,51.6777,33.6721,21.9836,14.379,9.42307,6.18677,4.06854,2.67842,1.76407,1.16193,0.765252,0.503978,0.331934,0.64075
1924,8346.25,5514.72,3643.4,2405.93,1586.76,1044.89,687.534,451.365,295.188,192.018,124.443,80.5982,52.2829,33.9916,22.1478,14.4595,9.45758,6.19783,4.0692,2.67597,1.76166,1.16027,0.764223,0.503319,0.331474,0.639749
1925,8347.19,5517.05,3644.96,2405.84,1585.23,1043.05,685.757,450.83,295.838,193.429,125.808,81.5273,52.8004,34.2497,22.2669,14.5081,9.47168,6.19513,4.05983,2.66548,1.75285,1.15394,0.760011,0.500589,0.329689,0.636179
1926,8346.22,5517.67,3646.35,2405.9,1583.2,1039.81,682.653,448.263,294.511,193.196,126.294,82.1335,53.2207,34.4661,22.3561,14.5341,9.46959,6.18218,4.04353,2.64981,1.73972,1.14406,0.753158,0.496044,0.326724,0.630401
1927,8344.82,5517.03,3646.7,2406.46,1582.52,1037.67,679.852,445.74,292.495,192.102,125.991,82.3517,53.5519,34.6986,22.4702,14.5747,9.47509,6.17336,4.03021,2.63599,1.72741,1.13412,0.745807,0.490978,0.323367,0.623941
1928,8342.65,5516.1,3646.18,2406.01,1581.49,1035.66,677.146,442.961,290.197,190.351,124.989,81.964,53.5697,34.8335,22.5693,14.6151,9.47953,6.1626,4.01511,2.6212,1.71441,1.12348,0.737608,0.485057,0.319321,0.616106
1929,8342.3,5514.67,3645.7,2406.53,1582.96,1036.97,677.5,442.416,289.227,189.42,124.225,81.5602,53.481,34.9523,22.7269,14.7249,9.53517,6.18456,4.02052,2.61947,1.71007,1.11847,0.73295,0.481211,0.316448,0.610265
1930,8335.13,5514.42,3644.1,2402.03,1574.83,1028.36,670.271,436.695,284.751,186.007,121.763,79.8315,52.4037,34.3579,22.4524,14.5982,9.45779,6.12424,3.97211,2.58218,1.68233,1.09827,0.718317,0.470719,0.309045,0.595153
1931,8329.18,5509.68,3643.96,2401.25,1572.45,1023.64,665.086,432.247,281.171,183.172,119.585,78.2533,51.2922,33.6636,22.0683,14.42,9.37501,6.07352,3.93266,2.5506,1.65806,1.08023,0.705193,0.461225,0.302243,0.580568
1932,8326.92,5505.75,3641.07,2402.79,1575.22,1025.72,665.009,431.024,279.732,181.806,118.374,77.2524,50.5384,33.1197,21.7338,14.2463,9.30817,6.05127,3.9201,2.53822,1.64618,1.0701,0.697167,0.455118,0.297663,0.569738
1933,8327.99,5504.26,3638.69,2402.21,1578.9,1030.57,668.96,432.905,280.288,181.79,118.103,76.876,50.1606,32.8105,21.4999,14.1076,9.24688,6.04146,3.92746,2.54421,1.64732,1.06836,0.694486,0.452452,0.295364,0.562925
1934,8326.38,5504.97,3637.47,2399.13,1575.46,1029.5,669.162,433.286,279.993,181.129,117.412,76.2505,49.6203,32.3706,21.1711,13.8715,9.10141,5.96523,3.89723,2.53345,1.64113,1.06258,0.689123,0.447958,0.291839,0.553605
1935,8323.37,5503.9,3637.81,2397.69,1572.18,1025.73,667.06,432.294,279.409,180.351,116.581,75.5308,49.033,31.8996,20.806,13.6056,8.9135,5.84789,3.83258,2.5038,1.62758,1.05429,0.682607,0.44269,0.287763,0.543096
1936,8320.1,5501.9,3637.03,2397.54,1570.45,1022.66,663.77,430.267,278.28,179.632,115.846,74.8382,48.465,31.4523,20.4572,13.3406,8.7226,5.71394,3.74848,2.45654,1.60478,1.04314,0.675698,0.437476,0.283712,0.532474
1937,8315.82,5499.74,3635.54,2395.92,1568.12,1019.02,659.662,426.589,275.901,178.186,114.91,74.0562,47.8184,30.9561,20.0844,13.0608,8.51605,5.56754,3.64686,2.39229,1.5677,1.02409,0.665666,0.431179,0.27916,0.520811
1938,8310.94,5496.9,3634.04,2394.73,1566.64,1016.85,656.546,423.215,272.933,176.196,113.647,73.2213,47.1575,30.4347,19.6953,12.7749,8.30581,5.41481,3.53965,2.31835,1.52071,0.99649,0.65093,0.423096,0.274052,0.508437
1939,8296.92,5493.67,3631.08,2386.42,1551.12,999.696,641.999,411.954,264.627,170.311,109.807,70.7651,45.5664,29.3344,18.9262,12.2451,7.94122,5.1625,3.3653,2.19974,1.44068,0.944971,0.619204,0.40447,0.262896,0.486199
1940,8290.06,5484.4,3629.53,2388.81,1554.41,998.974,638.233,407.512,260.514,166.926,107.243,69.0574,44.4636,28.6113,18.41,11.8736,7.67999,4.97963,3.23671,2.10968,1.37888,0.903017,0.592277,0.388083,0.253492,0.46946
1941,8276.16,5479.83,3622.81,2384.65,1549.67,993.639,631.081,399.9,253.915,161.69,103.315,66.2406,42.5906,27.3922,17.6117,11.3254,7.30099,4.72076,3.06011,1.98866,1.29601,0.846979,0.554633,0.363754,0.238335,0.443962
1942,8269.73,5470.66,3620.05,2381.67,1549.85,993.9,630.535,397.522,250.637,158.583,100.73,64.2457,41.1359,26.4227,16.9812,10.912,7.01419,4.52036,2.92216,1.89388,1.23061,0.801912,0.524031,0.343136,0.225035,0.422077
1943,8254.86,5466.38,3613.35,2376.73,1541.68,986.5,623.791,391.696,245.144,153.747,96.9021,61.3753,39.0622,24.9717,16.0211,10.2873,6.60623,4.24436,2.73431,1.76709,1.14503,0.7439,0.484697,0.31671,0.207368,0.391035
1944,8245.9,5456.54,3610.79,2374.45,1542.73,985.653,622.306,389.434,242.64,150.976,94.2777,59.2284,37.4231,23.7748,15.1782,9.72807,6.24177,4.00602,2.57268,1.65685,1.0705,0.693533,0.450511,0.293506,0.191767,0.362294
1945,8222.47,5450.57,3603.31,2368.16,1532.06,975.051,611.25,380.073,235.065,145.156,89.7131,55.7389,34.8844,21.979,13.9335,8.88124,5.68541,3.64463,2.33758,1.50044,0.965941,0.623923,0.404126,0.262473,0.170979,0.32271
1946,8223.17,5435.12,3600.38,2368.79,1539.04,981.077,615.787,381.659,235.211,144.483,88.7609,54.6453,33.8523,21.1403,13.2977,8.41969,5.36177,3.43002,2.19767,1.40898,0.904132,0.581924,0.375815,0.243391,0.158064,0.297266
1947,8209.69,5435.54,3589.14,2361.2,1528.1,972.322,608.028,375.784,230.149,140.56,85.7551,52.4131,32.1444,19.856,12.3732,7.77045,4.91409,3.12653,1.99873,1.27997,0.820305,0.526229,0.338621,0.21865,0.141588,0.264836
1948,8217.32,5426.67,3590.33,2358.63,1532.69,976.354,612.163,378.255,231.623,140.864,85.5767,52.0031,31.6899,19.3919,11.9588,7.44279,4.66978,2.95114,1.87664,1.19923,0.767747,0.491923,0.315517,0.203005,0.13107,0.243599
1949,8212.52,5431.67,3583.7,2355.66,1523.5,970.114,606.237,374.143,228.345,138.512,83.6382,50.5393,30.5884,18.584,11.3465,6.98542,4.34203,2.72171,1.7188,1.09241,0.697798,0.446594,0.286083,0.183461,0.118024,0.21779
1950,8226.07,5428.53,3587.45,2352.79,1524.52,968.449,606.834,374.473,228.929,138.734,83.7119,50.3499,30.3355,18.3202,11.1123,6.77632,4.16802,2.58901,1.62203,1.02394,0.65059,0.415487,0.26587,0.170292,0.109196,0.199851
1951,8251.94,5437.5,3585.9,2358.74,1529.64,976.731,611.909,379.058,231.83,140.76,84.8631,51.0081,30.5907,18.3907,11.0884,6.71758,4.09268,2.51563,1.56181,0.978103,0.617269,0.392114,0.250375,0.160195,0.102597,0.18617
1952,8280.18,5454.59,3591.66,2357.02,1532.1,978.173,615.307,380.691,233.515,141.741,85.5694,51.3671,30.7753,18.412,11.049,6.6528,4.02632,2.45116,1.50578,0.934449,0.585022,0.36911,0.23443,0.149669,0.0957512,0.172577
1953,8328.13,5473.29,3603.52,2363.16,1535.76,986.063,622.556,388.154,238.538,145.579,88.0305,52.994,31.745,18.9892,11.3473,6.80347,4.09379,2.47636,1.50701,0.92552,0.574232,0.359447,0.22676,0.144007,0.0919336,0.164805
1954,8393.28,5505.03,3616.85,2376.26,1550.42,1000.96,638.707,401.209,249.163,152.663,92.9597,56.1168,33.7393,20.1917,12.0697,7.20861,4.32033,2.59886,1.57172,0.956321,0.587243,0.364315,0.228031,0.143847,0.0913488,0.162849
1955,8438.21,5548.08,3637.52,2383.49,1555.82,1006.58,644.686,408.689,255.419,158.01,96.5319,58.652,35.3485,21.2268,12.6918,7.58143,4.52569,2.71134,1.63051,0.985875,0.599764,0.368249,0.228434,0.142971,0.0901847,0.159357
1956,8444.27,5577.73,3665.41,2395.03,1556.38,1004.37,642.298,407.22,256.031,158.985,97.8703,59.5687,36.0922,21.7064,13.0142,7.77219,4.63859,2.76714,1.65696,0.996071,0.602094,0.366211,0.224813,0.13944,0.087264,0.152293
1957,8395.28,5581.77,3685.45,2415.32,1567.71,1009.51,645.552,409.608,258.067,161.467,99.8951,61.3238,37.2469,22.5323,13.5355,8.10812,4.83908,2.88663,1.72138,1.03047,0.619332,0.374308,0.227638,0.139732,0.086663,0.148873
1958,8271.96,5549.37,3687.7,2426.53,1576.95,1011.86,644.126,407.836,256.725,160.751,100.108,61.7153,37.7855,22.9046,13.8354,8.30185,4.9689,2.96367,1.76707,1.05338,0.630421,0.378818,0.228913,0.139199,0.0854378,0.144
1959,8099.3,5467.85,3666.35,2428.56,1585.34,1018.89,646.349,407.344,255.823,160.016,99.7111,61.8685,38.0364,23.24,14.0658,8.48653,5.08789,3.04327,1.81426,1.08134,0.644427,0.385593,0.231665,0.139974,0.0851089,0.140267
1960,7718.31,5353.67,3611.8,2411.62,1580.9,1016.79,643.319,402.388,250.658,155.98,96.8779,60.0451,37.1064,22.7437,13.8647,8.37712,5.04785,3.0234,1.80711,1.07673,0.641496,0.382182,0.228626,0.137335,0.0829682,0.133566
1961,7033.66,5101.81,3535.92,2373.55,1565.46,1008.53,636.944,396.471,244.673,150.805,93.0806,57.4546,35.4446,21.8272,13.3434,8.11816,4.89779,2.94801,1.76423,1.05383,0.627607,0.373783,0.222628,0.133151,0.0799713,0.126065
1962,6386.39,4649.26,3369.6,2323.82,1541.03,999.012,632.069,392.776,241.242,147.316,90.0657,55.2499,33.9456,20.8687,12.8177,7.82033,4.75092,2.86313,1.7219,1.02983,0.614859,0.366048,0.217949,0.129786,0.0776116,0.120071
1963,7047.22,4221.46,3071.59,2218.66,1517.45,994.796,637.379,399.139,245.965,150.087,91.1949,55.5439,33.9762,20.8305,12.7855,7.8435,4.78119,2.90266,1.74839,1.05109,0.628452,0.375137,0.223296,0.132936,0.0791547,0.12055
1964,10399.4,4658.3,2789.27,2024,1452.23,984.141,639.173,406.209,252.709,154.934,94.1713,57.0512,34.6712,21.1732,12.9649,7.95029,4.87385,2.96942,1.80202,1.08511,0.652198,0.389886,0.232702,0.1385,0.0824483,0.123847
1965,9121.84,6874.07,3077.59,1837.02,1322.71,938.52,628.496,403.824,254.36,157.13,95.8141,57.9982,35.0279,21.2376,12.9468,7.9173,4.85024,2.9712,1.80921,1.09748,0.660654,0.396987,0.237278,0.141599,0.0842689,0.125502
1966,7617.69,6029.59,4541.17,2025.98,1198.77,852.246,596.512,394.547,250.913,156.767,96.2392,58.407,35.229,21.2195,12.8397,7.81548,4.77398,2.92212,1.78891,1.08878,0.66022,0.397327,0.238705,0.142651,0.0851194,0.126081
1967,7758.52,5035.33,3983.03,2987.96,1319.93,769.903,539.061,372.146,243.365,153.39,95.181,58.1289,35.1405,21.1334,12.7014,7.67281,4.66467,2.84671,1.74124,1.06542,0.648187,0.392936,0.23642,0.142012,0.084856,0.125612
1968,7273.42,5128.34,3325.02,2614.46,1932.43,835.423,476.115,326.396,221.413,142.8,89.0511,54.8126,33.2719,20.022,12,7.19356,4.33721,2.63299,1.60509,0.980977,0.599867,0.364781,0.221056,0.132969,0.0798553,0.118319
1969,7737.16,4807.65,3385.81,2180.14,1685.16,1214.56,510.864,283.893,190.557,127.12,80.9338,49.9783,30.5359,18.4329,11.0462,6.59974,3.94705,2.37561,1.44025,0.877113,0.535661,0.327372,0.198991,0.120549,0.0724946,0.108011
1970,17327,5114.28,3175.47,2226.04,1417.12,1077.64,763.392,316.142,173.447,115.254,76.2927,48.2899,29.6888,18.0795,10.8866,6.51183,3.88519,2.32116,1.39593,0.845807,0.514868,0.314329,0.192055,0.116717,0.0706974,0.105841
1971,23721.3,11453.3,3378.74,2090.53,1452.75,913.538,685.964,480.591,197.261,107.48,71.0474,46.8455,29.5641,18.1362,11.0262,6.6313,3.96288,2.36277,1.41088,0.848166,0.51376,0.312672,0.190856,0.116598,0.0708534,0.107155
1972,9526.28,15679.9,7565.82,2222.86,1361.43,932.482,577.593,427.964,296.606,120.723,65.3575,42.9952,28.247,17.7785,10.8843,6.60728,3.96921,2.37,1.41216,0.842834,0.506498,0.306718,0.186629,0.113901,0.0695769,0.106206
1973,13397.6,6296.91,10357.1,4974.99,1445.24,870.968,586.563,357.945,262.024,179.898,72.699,39.147,25.6492,16.8004,10.5502,6.44816,3.90941,2.3463,1.39997,0.833721,0.4974,0.29882,0.180914,0.110062,0.0671632,0.103635
1974,12446.7,8855.79,4158.88,6806.99,3229.59,921.31,544.453,360.207,216.607,156.741,106.666,42.8182,22.9414,14.9748,9.78095,6.12928,3.74022,2.26495,1.35813,0.80982,0.482027,0.287469,0.172652,0.104506,0.0635675,0.0986257
1975,7359.35,8227.27,5848.96,2733.31,4420.29,2061.48,577.414,335.613,219.011,130.284,93.4981,63.2304,25.2628,13.4877,8.78071,5.72385,3.58156,2.18311,1.32091,0.791562,0.471764,0.280707,0.167362,0.100496,0.0608206,0.0943752
1976,7261.42,4864.57,5434.57,3847.3,1779.57,2836.58,1302.94,360.009,206.917,133.847,79.0888,56.4705,38.0443,15.1567,8.0748,5.24843,3.41718,2.1363,1.30129,0.786954,0.471406,0.280873,0.167087,0.0996038,0.0598018,0.0923373
1977,8544.11,4799.85,3213.5,3575.82,2507.45,1144.69,1800.01,816.893,223.493,127.465,81.9669,48.2181,34.3134,23.0592,9.16948,4.87824,3.16741,2.06063,1.28747,0.783889,0.473899,0.283806,0.169065,0.10056,0.0599392,0.091541
1978,11319.9,5647.74,3170.98,2115.33,2333.82,1617.96,730.212,1136.85,511.776,139.137,78.9744,50.6014,29.6862,21.0827,14.1464,5.6189,2.98675,1.93804,1.26023,0.7871,0.479103,0.289582,0.173396,0.103281,0.0614264,0.0925202
1979,12020.9,7482.57,3731.31,2087.71,1381.32,1507.84,1034.57,462.85,715.612,320.437,86.7683,49.1017,31.3904,18.3849,13.0403,8.74178,3.46978,1.84341,1.19568,0.777274,0.485352,0.295381,0.178513,0.10688,0.0636574,0.0948762
1980,6861.39,7945.86,4942.01,2451.33,1354.47,881.459,946.508,640.259,283.173,433.928,192.991,51.9917,29.3093,18.6835,10.9192,7.73247,5.17737,2.05314,1.09005,0.706669,0.459207,0.286659,0.174421,0.105394,0.063094,0.0935712
1981,5265.01,4535.4,5247.76,3245.75,1589.09,863,551.981,583.823,390.117,170.908,260.01,115.014,30.859,17.3434,11.0306,6.43566,4.55167,3.04472,1.20656,0.640236,0.414892,0.269523,0.168211,0.102332,0.0618258,0.0918874
1982,6795.08,3480.18,2995.27,3445.79,2102.37,1010.74,538.985,339.303,354.295,234.396,101.913,154.164,67.9034,18.161,10.1825,6.4647,3.76672,2.66138,1.77893,0.704552,0.373698,0.242091,0.157229,0.0981099,0.0596774,0.0896262
1983,4190.25,4491.52,2297.78,1963.07,2219.59,1323.61,622.004,325.18,201.447,207.733,136.127,58.7617,88.4102,38.784,10.3415,5.78514,3.66664,2.13368,1.50611,1.006,0.398212,0.211128,0.136731,0.0887817,0.0553894,0.0842726
1984,3673.33,2769.7,2964.68,1503.23,1257.51,1382.05,800.77,366.879,187.862,114.498,116.605,75.6915,32.4418,48.5504,21.213,5.63935,3.14761,1.9916,1.15748,0.816254,0.544818,0.215544,0.114232,0.0739567,0.04801,0.0755018
1985,9471.63,2428.02,1827.94,1937.64,960.313,779.325,830.799,468.682,210.101,105.761,63.6211,64.1531,41.3345,17.6174,26.2548,11.4355,3.03291,1.68983,1.0678,0.619962,0.436869,0.291428,0.115247,0.061058,0.0395208,0.0659814
1986,5158.01,6260.56,1601.98,1191.99,1228.95,587.014,459.186,474.16,260.689,114.544,56.7853,33.7686,33.758,21.6104,9.16616,13.6106,5.91214,1.56482,0.870533,0.549452,0.318735,0.224457,0.149658,0.0591611,0.0313349,0.054124
1987,3660.89,3409.4,4131.91,1046.36,759.968,759.895,352.615,269.278,272.861,147.871,64.2716,31.6053,18.6813,18.5913,11.8612,5.01832,7.43758,3.22615,0.852992,0.474154,0.299091,0.173423,0.122085,0.0813799,0.032164,0.0464496
1988,4240.47,2419.82,2250.17,2697.45,665.526,468.027,454.269,205.681,154.067,153.829,82.4408,35.5352,17.3658,10.2169,10.1324,6.44769,2.72265,4.02933,1.74587,0.461227,0.256225,0.161549,0.0936385,0.0659014,0.0439201,0.0424164
1989,4779.05,2802.91,1597.04,1469.09,1714.69,408.747,278.193,262.7,116.388,85.7424,84.5412,44.8838,19.2112,9.33931,5.47319,5.41205,3.4364,1.44871,2.14135,0.926966,0.244717,0.135876,0.0856355,0.0496222,0.0349155,0.0457302
1990,6639.54,3158.83,1848.5,1036.67,917.517,1019.66,232.105,152.001,139.23,60.2583,43.6128,42.434,22.3056,9.47655,4.58134,2.67369,2.63561,1.66959,0.702627,1.03719,0.448544,0.118326,0.0656622,0.0413658,0.0239621,0.0389275
1991,6036.5,4388.6,2083.66,1201.69,650.504,550.531,586.735,129.001,82.2048,73.7396,31.4142,22.4689,21.6688,11.3152,4.78351,2.304,1.34091,1.31907,0.834297,0.350693,0.517223,0.22353,0.0589379,0.0326938,0.0205905,0.0312928
1992,4821.91,3989.89,2893.61,1352.02,749.592,384.781,308.658,313.78,66.3709,41.0297,35.9584,15.0516,10.624,10.1445,5.25801,2.21047,1.06024,0.615122,0.603681,0.381143,0.159998,0.235738,0.101802,0.0268268,0.0148748,0.0235926
1993,5142.25,3187.22,2632.63,1885.08,853.869,455.779,225.988,176.136,175.019,36.3746,22.1885,19.2521,7.99835,5.61394,5.33807,2.75811,1.15679,0.553873,0.320916,0.314633,0.1985,0.08328,0.122651,0.0529493,0.0139497,0.0199966
1994,6652.31,3397.98,2097.99,1701.59,1173.22,509.355,262.015,126.025,95.8584,93.4402,19.1333,11.5389,9.92514,4.09629,2.86078,2.70991,1.39617,0.584308,0.279311,0.161634,0.158322,0.0998143,0.0418547,0.0616169,0.0265924,0.0170421
1995,7791.23,4396.09,2238.24,1360.44,1067.97,710.109,298.873,149.932,70.6901,52.9341,50.9771,10.3417,6.19277,5.29804,2.17768,1.51615,1.43284,0.736906,0.307989,0.147077,0.0850469,0.0832565,0.0524663,0.0219933,0.0323697,0.0229167
