"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1931,49.3198,630.233,1639.56,2310.84,2443.13,2193.7,1783.24,1359.8,993.16,704.32,489.564,335.622,227.757,153.411,102.546,68.0003,44.7019,29.2021,19.0277,12.3992,8.08908,5.28426,3.45665,2.26425,1.48548,2.85723
1932,49.3064,629.784,1638.26,2312.32,2447.43,2198.16,1783.03,1355.95,988.078,699.067,484.605,331.329,224.41,150.933,100.992,67.181,44.3832,29.0951,18.9669,12.3391,8.03112,5.2347,3.4173,2.23426,1.46297,2.80393
1933,49.3127,629.613,1637.19,2311.75,2453.15,2208.56,1793.63,1361.87,990.043,699.006,483.495,329.714,222.733,149.524,99.9043,66.5272,44.091,29.048,19.0025,12.3681,8.0367,5.2262,3.40416,2.22118,1.45167,2.7704
1934,49.3032,629.694,1636.63,2308.79,2447.81,2206.25,1794.17,1363.07,989,696.463,480.668,327.032,220.334,147.519,98.3765,65.4135,43.3974,28.6814,18.8562,12.3159,8.00651,5.1979,3.37788,2.19911,1.43435,2.72453
1935,49.2853,629.571,1636.79,2307.41,2442.7,2198.18,1788.53,1359.95,986.937,693.472,477.265,323.945,217.726,145.373,96.6803,64.1596,42.5014,28.1173,18.5434,12.1717,7.94038,5.15737,3.34593,2.17325,1.41432,2.67281
1936,49.266,629.343,1636.44,2307.26,2440.02,2191.59,1779.71,1353.57,982.949,690.706,474.255,320.974,215.204,143.334,95.0596,62.9101,41.5911,27.4732,18.1365,11.942,7.82915,5.10281,3.31207,2.14766,1.39441,2.62054
1937,49.2406,629.096,1635.77,2305.7,2436.4,2183.8,1768.7,1342,974.547,685.148,470.422,317.621,212.332,141.073,93.3271,61.5909,40.6063,26.7693,17.6449,11.6296,7.64825,5.00963,3.26289,2.11674,1.37203,2.56314
1938,49.2117,628.771,1635.09,2304.56,2434.1,2179.15,1760.34,1331.39,964.061,677.496,465.252,314.04,209.398,138.697,91.519,60.2425,39.6038,26.035,17.1261,11.2702,7.419,4.87461,3.19066,2.07706,1.34692,2.50224
1939,49.1287,628.401,1633.76,2296.56,2409.99,2142.39,1721.34,1295.96,934.725,654.867,449.531,303.505,202.333,133.682,87.9453,57.7441,37.8654,24.8219,16.2825,10.6936,7.02859,4.62259,3.03515,1.98562,1.2921,2.3928
1940,49.0881,627.34,1633.06,2298.86,2415.1,2140.84,1711.24,1281.99,920.194,641.852,439.038,296.181,197.436,130.387,85.5466,55.9921,36.6198,23.9426,15.6604,10.2558,6.72708,4.41736,2.90316,1.90517,1.24588,2.31042
1941,49.0058,626.819,1630.04,2294.86,2407.73,2129.41,1692.07,1258.04,896.885,621.717,422.955,284.1,189.119,124.831,81.8372,53.4069,34.8126,22.6979,14.806,9.66746,6.32281,4.14323,2.71865,1.78574,1.17138,2.18493
1942,48.9677,625.769,1628.8,2291.99,2408.02,2129.96,1690.6,1250.56,885.308,609.771,412.374,275.544,182.66,120.413,78.9073,51.4577,33.4451,21.7344,14.1385,9.20674,6.00371,3.92278,2.56865,1.68452,1.10602,2.07722
1943,48.8797,625.279,1625.79,2287.23,2395.32,2114.11,1672.52,1232.23,865.903,591.174,396.702,263.233,173.452,113.801,74.446,48.5118,31.4999,20.4073,13.2296,8.59033,5.5862,3.63899,2.37584,1.55479,1.01918,1.92446
1944,48.8266,624.154,1624.63,2285.04,2396.95,2112.29,1668.54,1225.12,857.059,580.523,385.958,254.025,166.173,108.346,70.5293,45.8746,29.762,19.2614,12.4476,8.05442,5.22261,3.39261,2.20827,1.44088,0.942508,1.78301
1945,48.6879,623.471,1621.27,2278.99,2380.37,2089.57,1638.89,1195.67,830.304,558.143,367.271,239.059,154.901,100.162,64.7456,41.8812,27.1092,17.5238,11.3101,7.29411,4.71249,3.05209,1.98091,1.28853,0.840336,1.5882
1946,48.692,621.704,1619.95,2279.59,2391.22,2102.48,1651.06,1200.66,830.821,555.556,363.373,234.369,150.317,96.3403,61.7908,39.7046,25.566,16.4919,10.6332,6.8495,4.41095,2.84664,1.84213,1.19486,0.77686,1.46298
1947,48.6122,621.752,1614.89,2272.29,2374.22,2083.72,1630.26,1182.17,812.939,540.472,351.068,224.795,142.734,90.4876,57.495,36.643,23.4314,15.0327,9.67061,6.22231,4.00198,2.5742,1.65982,1.0734,0.695887,1.30337
1948,48.6574,620.737,1615.43,2269.82,2381.34,2092.36,1641.34,1189.95,818.145,541.64,350.338,223.037,140.715,88.3726,55.5693,35.0979,22.2664,14.1894,9.07989,5.82982,3.74557,2.40638,1.54657,0.996593,0.644189,1.19886
1949,48.6289,621.31,1612.44,2266.96,2367.08,2078.99,1625.45,1177.01,806.568,532.595,342.402,216.758,135.824,84.6907,52.7241,32.9411,20.7037,13.0862,8.31619,5.31051,3.40432,2.18464,1.40229,0.900647,0.580073,1.07184
1950,48.7092,620.95,1614.13,2264.19,2368.65,2075.42,1627.06,1178.05,808.631,533.449,342.704,215.946,134.702,83.4883,51.6358,31.955,19.874,12.4482,7.84797,4.97768,3.174,2.03247,1.30322,0.835998,0.536682,0.983555
1951,48.8624,621.976,1613.43,2269.92,2376.61,2093.17,1640.66,1192.47,818.877,541.241,347.416,218.769,135.835,83.8096,51.5249,31.678,19.5147,12.0954,7.5566,4.75485,3.01144,1.91813,1.22726,0.786428,0.504248,0.916222
1952,49.0296,623.931,1616.02,2268.27,2380.43,2096.26,1649.77,1197.61,824.829,545.011,350.308,220.309,136.655,83.907,51.3418,31.3726,19.1983,11.7854,7.28554,4.54263,2.85412,1.8056,1.14911,0.734754,0.470604,0.849325
1953,49.3135,626.07,1621.36,2274.18,2386.12,2113.17,1669.21,1221.09,842.571,559.77,360.383,227.286,140.96,86.5373,52.728,32.0831,19.52,11.9066,7.29149,4.49923,2.80148,1.75834,1.11151,0.706961,0.451841,0.811075
1954,49.6993,629.7,1627.36,2286.78,2408.9,2145.09,1712.51,1262.16,880.102,587.009,380.563,240.68,149.816,92.0173,56.0847,33.9936,20.6002,12.4956,7.60454,4.64896,2.86495,1.78215,1.11774,0.706176,0.448966,0.801451
1955,49.9653,634.625,1636.66,2293.74,2417.28,2157.13,1728.54,1285.69,902.199,607.57,395.187,251.553,156.961,96.7343,58.9757,35.7517,21.5794,13.0364,7.88903,4.79263,2.92604,1.80139,1.11972,0.701872,0.443245,0.784267
1956,50.0012,638.017,1649.21,2304.85,2418.16,2152.41,1722.14,1281.07,904.362,611.318,400.666,255.485,160.263,98.9203,60.4735,36.6513,22.1177,13.3047,8.017,4.8422,2.93741,1.79142,1.10197,0.684541,0.428891,0.7495
1957,49.7112,638.479,1658.22,2324.37,2435.76,2163.43,1730.87,1288.58,911.551,620.862,408.955,263.012,165.391,102.684,62.8958,38.2354,23.0737,13.8792,8.32865,5.00944,3.02151,1.83103,1.11581,0.685972,0.425937,0.732668
1958,48.9809,634.772,1659.23,2335.16,2450.12,2168.46,1727.04,1283.01,906.811,618.107,409.827,264.691,167.783,104.38,64.2896,39.149,23.6927,14.2496,8.54975,5.1208,3.07561,1.85309,1.12206,0.683354,0.419915,0.708687
1959,47.9585,625.447,1649.63,2337.11,2463.16,2183.51,1733,1281.46,903.626,615.281,408.202,265.348,168.896,105.909,65.36,40.0199,24.2601,14.6323,8.77804,5.25673,3.14394,1.88623,1.13555,0.687162,0.418298,0.690313
1960,45.7026,612.387,1625.08,2320.81,2456.25,2179.02,1724.88,1265.87,885.382,599.763,396.603,257.528,164.767,103.647,64.4256,39.5039,24.0692,14.5368,8.74347,5.23431,3.12964,1.86955,1.12065,0.674203,0.407777,0.657335
1961,41.6486,583.578,1590.95,2284.17,2432.27,2161.31,1707.79,1247.26,864.243,579.863,381.057,246.417,157.388,99.4707,62.0034,38.2827,23.3537,14.1743,8.536,5.12299,3.06188,1.82846,1.09125,0.653666,0.393048,0.620421
1962,37.8159,531.812,1516.11,2236.32,2394.31,2140.92,1694.71,1235.63,852.122,566.45,368.715,236.962,150.732,95.1027,59.5604,36.8783,22.6534,13.7662,8.3312,5.0063,2.99968,1.79063,1.06832,0.637143,0.38145,0.590924
1963,41.7288,482.878,1382.02,2135.12,2357.68,2131.89,1708.95,1255.65,868.806,577.103,373.338,238.223,150.868,94.9285,59.4109,36.9875,22.7977,13.9563,8.45937,5.10968,3.066,1.83509,1.09453,0.652611,0.389034,0.59328
1964,61.578,532.846,1255,1947.78,2256.34,2109.05,1713.76,1277.89,892.625,595.739,385.523,244.688,153.954,96.49,60.2447,37.4911,23.2395,14.2773,8.71884,5.27505,3.18185,1.90724,1.14063,0.679925,0.405222,0.609506
1965,54.0133,786.3,1384.72,1767.84,2055.11,2011.28,1685.14,1270.38,898.46,604.184,392.248,248.749,155.538,96.7837,60.1604,37.3356,23.1269,14.2858,8.75363,5.33517,3.2231,1.94197,1.16306,0.695139,0.41417,0.61765
1966,45.1068,689.703,2043.24,1949.7,1862.54,1826.4,1599.38,1241.2,886.284,602.789,393.988,250.502,156.431,96.7012,59.6626,36.8554,22.7633,14.0498,8.65542,5.29286,3.22099,1.94364,1.17006,0.700302,0.41835,0.620497
1967,45.9407,575.973,1792.12,2875.45,2050.79,1649.93,1445.34,1170.73,859.62,589.805,389.656,249.31,156.038,96.309,59.0201,36.1826,22.2421,13.6873,8.42475,5.17934,3.16228,1.92216,1.15886,0.697164,0.417055,0.618191
1968,43.0682,586.612,1496.05,2516.01,3002.42,1790.34,1276.57,1026.8,782.081,549.083,364.561,235.086,147.74,91.244,55.7607,33.9226,20.6807,12.6597,7.76601,4.76882,2.92654,1.78443,1.08355,0.65277,0.392477,0.5823
1969,45.8142,549.929,1523.4,2098.05,2618.24,2602.86,1369.74,893.096,673.091,488.79,331.331,214.352,135.591,84.0023,51.3289,31.1223,18.8203,11.4222,6.96846,4.26391,2.6133,1.60143,0.975393,0.591798,0.356301,0.531571
1970,102.599,585.004,1428.76,2142.22,2201.8,2309.42,2046.82,994.549,612.654,443.166,312.331,207.111,131.83,82.3915,50.5872,30.7078,18.5254,11.1604,6.75405,4.11172,2.51186,1.53763,0.941397,0.572988,0.347468,0.520888
1971,140.462,1310.1,1520.22,2011.81,2257.15,1957.75,1839.22,1511.89,696.772,413.275,290.857,200.916,131.276,82.6502,51.2359,31.2712,18.8958,11.3604,6.82634,4.12319,2.50646,1.52952,0.935518,0.572404,0.348235,0.527355
1972,56.4082,1793.57,3404.15,2139.16,2115.27,1998.34,1548.65,1346.33,1047.68,464.193,267.563,184.403,125.428,81.02,50.5765,31.1579,18.926,11.3952,6.83253,4.09727,2.47103,1.5004,0.914799,0.559164,0.341961,0.522685
1973,79.3313,720.281,4660.07,4787.66,2245.47,1866.52,1572.7,1126.05,925.528,691.729,297.618,167.898,113.893,76.5623,49.0243,30.4075,18.6409,11.2812,6.77358,4.05297,2.42664,1.46176,0.886788,0.540317,0.330098,0.510034
1974,73.7008,1012.98,1871.24,6550.68,5017.84,1974.4,1459.8,1133.17,765.105,602.687,436.675,183.643,101.869,68.243,45.4496,28.9038,17.8341,10.8901,6.57116,3.93678,2.35164,1.40624,0.846288,0.51304,0.312426,0.48538
1975,43.5771,941.088,2631.67,2630.39,6867.83,4417.83,1548.17,1055.8,773.599,500.96,382.767,271.19,112.177,61.4658,40.8017,26.9919,17.0776,10.4966,6.39105,3.84802,2.30157,1.37315,0.820357,0.493354,0.298925,0.464461
1976,42.9972,556.44,2445.22,3702.44,2764.93,6078.9,3493.47,1132.55,730.88,514.658,323.777,242.197,168.932,69.0718,37.5215,24.75,16.2938,10.2715,6.2961,3.82562,2.29983,1.37397,0.819012,0.488975,0.293918,0.454432
1977,50.5924,549.037,1445.87,3441.18,3895.84,2453.11,4826.21,2569.85,789.429,490.119,335.56,206.803,152.365,105.085,42.6082,23.0043,15.1028,9.90774,6.22926,3.81072,2.31199,1.38832,0.828706,0.493669,0.294593,0.450513
1978,67.0287,646.025,1426.74,2035.67,3626.08,3467.34,1957.86,3576.39,1807.71,535.001,323.309,217.025,131.819,96.0778,65.7346,26.497,14.2414,9.31829,6.09746,3.82633,2.33738,1.41657,0.849937,0.507028,0.301902,0.455332
1979,71.1796,855.905,1678.86,2009.1,2146.17,3231.35,2773.92,1456.08,2527.71,1232.12,355.216,210.593,139.386,83.7832,60.5949,41.2236,16.5446,8.86331,5.78514,3.77856,2.36787,1.44494,0.875019,0.524697,0.312867,0.466927
1980,40.6285,908.899,2223.6,2359.03,2104.45,1889,2537.79,2014.18,1000.23,1668.51,790.073,222.988,130.145,85.1442,50.7386,36.464,24.6867,9.87172,5.27404,3.43533,2.24031,1.40227,0.854957,0.517398,0.310098,0.460505
1981,31.1758,518.788,2361.17,3123.53,2468.98,1849.44,1479.98,1836.64,1377.98,657.161,1064.44,493.283,137.026,79.0368,51.2564,30.3486,21.7033,14.6393,5.83776,3.11238,2.02412,1.31845,0.824518,0.502366,0.303865,0.452218
1982,40.2358,398.085,1347.68,3316.04,3266.47,2166.06,1445.14,1067.41,1251.45,901.281,417.214,661.195,301.518,82.7631,47.3156,30.4856,17.9605,12.7962,8.60712,3.42504,1.82314,1.18425,0.770691,0.481641,0.293306,0.44109
1983,24.8118,513.769,1033.86,1889.15,3448.59,2836.54,1667.73,1022.98,711.558,798.758,557.283,252.024,392.576,176.746,48.0543,27.2809,17.4833,10.259,7.28713,4.89044,1.94274,1.03279,0.670216,0.435847,0.272231,0.414743
1984,21.751,316.817,1333.92,1446.63,1953.8,2961.79,2147.04,1154.16,663.57,440.259,477.361,324.634,144.055,221.253,98.5713,26.5934,15.0085,9.57583,5.60031,3.96806,2.65798,1.05439,0.559932,0.363068,0.235963,0.371578
1985,56.0846,277.732,822.458,1864.68,1492.05,1670.12,2227.55,1474.42,742.125,406.663,260.455,275.147,183.541,80.286,121.999,53.9261,14.4615,8.1249,5.1664,3.01382,2.13133,1.4256,0.564905,0.299746,0.194239,0.324723
1986,30.5422,716.123,720.794,1147.1,1909.43,1257.99,1231.18,1491.65,920.813,440.434,232.47,144.83,149.899,98.4824,42.5928,64.1835,28.1903,7.52382,4.21196,2.67105,1.555,1.09799,0.733577,0.290433,0.154007,0.266368
1987,21.6773,389.989,1859.1,1006.96,1180.77,1628.48,945.438,847.119,963.806,568.58,263.118,135.552,82.9524,84.7239,55.1158,23.6649,35.4639,15.5117,4.12709,2.305,1.45916,0.848348,0.598424,0.39951,0.158082,0.228599
1988,25.1092,276.794,1012.44,2595.88,1034.03,1003,1218,647.049,544.202,591.491,337.5,152.407,77.1109,46.5605,47.0827,30.4053,12.9822,19.3735,8.44716,2.24216,1.25003,0.79026,0.458988,0.323523,0.215861,0.20875
1989,28.2983,320.615,718.57,1413.78,2664.13,875.96,745.897,826.426,411.109,329.69,346.099,192.502,85.3055,42.561,25.4325,25.5216,16.3855,6.96553,10.3606,4.50626,1.19389,0.664676,0.41976,0.243605,0.171605,0.225058
1990,39.3148,361.328,831.711,997.63,1425.55,2185.17,622.323,478.178,491.792,231.701,178.544,181.996,99.0458,43.1864,21.2883,12.6083,12.5671,8.02756,3.39957,5.0421,2.18829,0.578826,0.321856,0.203073,0.11777,0.191579
1991,35.744,501.996,937.517,1156.44,1010.69,1179.81,1573.17,405.824,290.366,283.538,128.605,96.3669,96.218,51.5653,22.2277,10.8649,6.39373,6.34224,4.03664,1.70482,2.52335,1.09346,0.288896,0.1605,0.1012,0.154006
1992,28.5521,456.39,1301.94,1301.11,1164.65,824.599,827.58,987.116,234.437,157.764,147.208,64.555,47.1748,46.2302,24.4326,10.4239,5.05546,2.95757,2.92083,1.85285,0.780575,1.15318,0.499004,0.131698,0.0731077,0.116109
1993,30.4489,364.574,1184.52,1814.1,1326.66,976.751,605.922,554.106,618.207,139.865,90.8363,82.5704,35.5158,25.5838,24.8046,13.0064,5.51581,2.66308,1.55271,1.52952,0.968411,0.407387,0.601198,0.259938,0.068561,0.0984118
1994,39.3905,388.683,943.965,1637.52,1822.85,1091.57,702.52,396.462,338.594,359.289,78.3288,49.4893,44.0715,18.6675,13.2933,12.7791,6.65722,2.80941,1.35141,0.785752,0.7724,0.48827,0.205159,0.30249,0.130698,0.0838718
1995,46.1344,502.854,1007.07,1309.22,1659.31,1521.79,801.343,471.67,249.694,203.538,208.692,44.3546,27.4983,24.1441,10.1191,7.14972,6.83206,3.54312,1.49017,0.714985,0.414915,0.407273,0.257174,0.107969,0.159092,0.112783
1996,29.8722,588.997,1304.69,1409.41,1355.69,1428.49,1161.12,563.056,312.658,158.696,125.44,125.729,26.2755,16.0867,13.9926,5.82409,4.09328,3.89586,2.01435,0.845287,0.404882,0.234657,0.230113,0.1452,0.0609258,0.15333
1997,30.4676,381.375,1528.1,1825.44,1458.1,1164.91,1086.89,812.96,371.692,197.801,97.3212,75.1804,74.0808,15.2865,9.27055,8.00757,3.31513,2.32056,2.20196,1.13593,0.475853,0.227633,0.1318,0.129153,0.0814495,0.120063
