"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1916,8346.52,5498.05,3621.32,2382.19,1560.49,1017.35,661.959,430.94,280.946,183.484,120.053,78.6847,51.6285,33.886,22.2372,14.5887,9.56935,6.2773,4.11878,2.70389,1.77555,1.16558,0.764205,0.500341,0.32745,0.621526
1917,8341.89,5495.92,3619.95,2380.46,1557.13,1012.84,657.518,427.182,277.969,181.182,118.316,77.4098,50.7344,33.2887,21.8486,14.3378,9.40624,6.16996,4.04736,2.65563,1.74336,1.14481,0.751521,0.492729,0.322599,0.61186
1918,8336.04,5492.87,3618.46,2378.59,1553.29,1007.21,651.71,422.294,274.206,178.384,116.257,75.9135,49.6659,32.5505,21.3574,14.0176,9.1988,6.03482,3.95849,2.59668,1.70378,1.11849,0.734476,0.482154,0.31612,0.599522
1919,8329.14,5489.01,3616.37,2376.62,1549.27,1001.18,645.131,416.509,269.71,175.08,113.881,74.2128,48.458,31.7028,20.7775,13.6327,8.94758,5.87165,3.85205,2.52672,1.65747,1.08753,0.713936,0.468817,0.30776,0.584455
1920,8331.33,5484.47,3614.12,2378.75,1557.82,1011,651.494,419.319,270.589,175.174,113.696,73.9486,48.1891,31.4652,20.5855,13.4913,8.85203,5.80987,3.81259,2.50122,1.64065,1.07623,0.706152,0.463573,0.304412,0.579333
1921,8334.99,5485.91,3611.19,2377.9,1561,1018.89,659.872,424.873,273.369,176.376,114.172,74.0996,48.194,31.4057,20.5064,13.4158,8.79249,5.76898,3.78636,2.48471,1.63007,1.06923,0.701391,0.460207,0.302116,0.575947
1922,8338.73,5488.32,3612.16,2376.24,1561.22,1022,665.924,430.995,277.442,178.49,115.153,74.5388,48.3765,31.4637,20.5033,13.3876,8.75855,5.74018,3.76628,2.47193,1.62214,1.06419,0.698047,0.457902,0.300446,0.573242
1923,8342.72,5490.79,3613.79,2377.39,1561.54,1023.93,669.433,435.96,282.092,181.565,116.799,75.3512,48.7742,31.6548,20.588,13.4161,8.76006,5.73107,3.75603,2.46443,1.61748,1.06143,0.696343,0.456759,0.299623,0.571688
1924,8346.25,5493.42,3615.43,2378.61,1562.74,1024.73,671.208,438.626,285.593,184.775,118.921,76.499,49.3515,31.9447,20.7323,13.4841,8.78687,5.73738,3.75355,2.46,1.61407,1.05936,0.695181,0.456068,0.299153,0.570663
1925,8347.19,5495.73,3617.09,2378.84,1561.15,1022.45,669.165,438.004,286.164,186.303,120.529,77.57,49.8983,32.1905,20.8365,13.523,8.79521,5.73138,3.74229,2.44831,1.60457,1.0528,0.690985,0.453442,0.297477,0.56735
1926,8346.22,5496.35,3618.55,2379.24,1559.35,1018.89,665.521,435.125,284.71,185.978,121.067,78.3208,50.4047,32.4235,20.917,13.5393,8.78706,5.715,3.72416,2.43168,1.59087,1.04262,0.684092,0.44899,0.294639,0.561949
1927,8344.82,5495.72,3618.94,2379.96,1558.9,1016.81,662.453,432.235,282.497,184.811,120.711,78.5762,50.8316,32.7133,21.0432,13.5753,8.78708,5.70285,3.70906,2.417,1.57817,1.03248,0.676667,0.443977,0.291396,0.555928
1928,8342.65,5494.79,3618.48,2379.72,1557.99,1014.77,659.656,429.249,279.971,182.951,119.677,78.1649,50.8802,32.9145,21.1824,13.6258,8.7902,5.68974,3.69266,2.40166,1.56503,1.02188,0.668541,0.438148,0.28748,0.54865
1929,8342.3,5493.37,3617.93,2380.04,1559.58,1016.41,660.206,428.749,278.908,181.889,118.849,77.7423,50.7751,33.051,21.3807,13.7597,8.85101,5.70992,3.69593,2.39867,1.56006,1.01661,0.663791,0.434269,0.284611,0.54313
1930,8335.13,5493.13,3616.73,2376.69,1551.4,1006.63,652.033,422.507,274.129,178.241,116.209,75.9238,49.6611,32.4341,21.1121,13.6573,8.78921,5.65371,3.64728,2.36082,1.53217,0.996505,0.649367,0.424002,0.277393,0.528726
1931,8329.18,5488.41,3616.58,2376.1,1549.75,1001.87,645.966,417.229,269.993,175.04,113.764,74.1576,48.4464,31.6876,20.6952,13.4709,8.7142,5.60805,3.6074,2.32718,1.50634,0.977614,0.635826,0.414333,0.270537,0.514348
1932,8326.92,5484.5,3613.57,2377.16,1552.6,1004.81,646.118,415.465,267.953,173.241,112.26,72.9453,47.5456,31.0602,20.3155,13.268,8.63637,5.58679,3.59539,2.31274,1.49198,0.965728,0.626758,0.407634,0.265632,0.503196
1933,8327.99,5483.01,3611.08,2376.12,1555.95,1010.16,651.097,417.835,268.395,172.993,111.808,72.4404,47.0683,30.6785,20.0412,13.1083,8.56096,5.57246,3.60477,2.31985,1.49225,0.962669,0.623116,0.404402,0.263017,0.49607
1934,8326.38,5483.71,3610,2373.41,1552.23,1008.36,651.093,418.53,268.203,172.132,110.895,71.6582,46.4235,30.163,19.6596,12.8429,8.40008,5.48604,3.57094,2.31001,1.4866,0.956261,0.616895,0.399303,0.259148,0.486436
1935,8323.37,5482.65,3610.42,2372.25,1549.17,1004.08,648.019,416.899,267.408,171.13,109.75,70.6824,45.6679,29.5847,19.222,12.5284,8.18433,5.35306,3.49604,2.27562,1.47207,0.947352,0.609385,0.393121,0.254459,0.475128
1936,8320.1,5480.67,3609.68,2372.24,1547.62,1000.96,644.141,413.999,265.666,170.131,108.781,69.7365,44.9061,29.0126,18.7947,12.2113,7.95903,5.19931,3.40066,2.22094,1.44564,0.935167,0.601826,0.387125,0.249738,0.463485
1937,8315.82,5478.51,3608.31,2370.98,1545.41,997.109,639.703,409.773,262.638,168.246,107.641,68.7962,44.0963,28.394,18.3443,11.8836,7.72099,5.03232,3.2874,2.15015,1.40425,0.914039,0.59128,0.380518,0.244768,0.450951
1938,8310.94,5475.69,3606.86,2369.92,1544.1,994.657,635.793,405.454,258.693,165.384,105.797,67.6449,43.2239,27.7034,17.8381,11.5244,7.46558,4.85051,3.16141,2.06521,1.35077,0.882173,0.574216,0.371453,0.239048,0.437062
1939,8296.92,5472.48,3604.59,2363.76,1528.89,976.002,620.216,393.93,250.422,159.485,101.858,65.1287,41.6352,26.6026,17.0499,10.9783,7.09251,4.59453,2.98513,1.94561,1.27098,0.831291,0.542907,0.353383,0.228599,0.41609
1940,8290.06,5463.24,3602.68,2365.33,1533.38,976.057,615.227,387.775,244.972,155.193,98.6493,62.9508,40.2391,25.7216,16.4342,10.5328,6.78189,4.38142,2.83828,1.84406,1.2019,0.785142,0.513527,0.335378,0.218301,0.398253
1941,8276.16,5458.72,3596.35,2361.81,1528.01,969.807,606.26,377.268,235.662,148.007,93.4616,59.3237,37.8368,24.1824,15.4572,9.87585,6.32943,4.07538,2.63288,1.70557,1.10812,0.722234,0.471801,0.308584,0.201532,0.370492
1942,8269.73,5449.57,3593.47,2358.69,1528.62,970.274,605.878,374.412,231.117,143.609,89.9316,56.7156,35.9832,22.9472,14.6655,9.37395,5.98911,3.83839,2.47145,1.59666,1.0343,0.671996,0.437982,0.286112,0.187133,0.346889
1943,8254.86,5445.33,3587.17,2354.53,1520.22,961.233,596.436,365.955,223.242,136.63,84.4978,52.8036,33.2762,21.1077,13.46,8.60212,5.49827,3.51287,2.25137,1.44959,0.936494,0.606653,0.394146,0.256889,0.167813,0.313219
1944,8245.9,5435.53,3584.47,2351.9,1521.65,960.324,593.387,361.103,218.284,131.841,80.2471,49.5073,30.9113,19.4754,12.3529,7.87705,5.03405,3.21762,2.05574,1.3175,0.848296,0.548031,0.355009,0.230652,0.15033,0.281495
1945,8222.47,5429.62,3577.58,2346.76,1510.45,946.811,577.629,346.367,205.884,122.509,73.3511,44.4741,27.4008,17.1022,10.7741,6.8336,4.35751,2.78475,1.77992,1.13718,0.728802,0.469252,0.303153,0.196379,0.127588,0.23887
1946,8223.17,5414.2,3574.12,2346.24,1518.32,955.169,583.783,348.078,204.972,120.363,71.1394,42.4671,25.722,15.843,9.88773,6.22896,3.95074,2.5192,1.60994,1.02901,0.657427,0.421334,0.271282,0.175258,0.11353,0.211855
1947,8209.69,5414.65,3563.53,2339.89,1506.5,944.222,573.976,340.312,198.146,114.839,66.844,39.3536,23.4606,14.2046,8.74826,5.45968,3.43937,2.1814,1.39097,0.888913,0.568155,0.362989,0.232633,0.149784,0.0967654,0.179655
1948,8217.32,5405.78,3564.22,2336.43,1512.01,950.075,579.907,344.324,200.449,115.296,66.3728,38.5184,22.6538,13.5012,8.17393,5.03402,3.14163,1.97907,1.25521,0.800377,0.511488,0.326921,0.208866,0.133858,0.0861864,0.159053
1949,8212.52,5410.8,3558.03,2334.14,1502.04,941.918,571.482,337.948,195.731,112.066,63.8695,36.6188,21.2212,12.476,7.43472,4.50101,2.77196,1.7299,1.08974,0.691156,0.440709,0.281638,0.18001,0.115006,0.0737051,0.135033
1950,8226.07,5407.64,3561.56,2331.22,1503.79,941.813,574.392,340.384,197.71,113.156,64.3643,36.5765,20.9495,12.1372,7.13497,4.25179,2.57402,1.5852,0.98927,0.623184,0.395244,0.252023,0.161057,0.10294,0.0657669,0.119368
1951,8251.94,5416.57,3559.68,2336.01,1508.81,951.388,580.928,346.276,201.558,115.682,65.7726,37.303,21.1768,12.1258,7.02468,4.12944,2.46074,1.48971,0.917426,0.572533,0.360662,0.228743,0.145855,0.0932094,0.0595749,0.107144
1952,8280.18,5433.6,3565.48,2334.26,1510.42,952.061,583.927,347.624,203.113,116.658,66.4625,37.6652,21.3377,12.1096,6.93344,4.01656,2.36109,1.40696,0.851757,0.524545,0.327349,0.20621,0.130784,0.0833929,0.0532925,0.0953212
1953,8328.13,5452.21,3576.96,2339.81,1514.36,961.717,594.424,358.468,210.652,122.024,69.7518,39.6553,22.4567,12.7194,7.21817,4.13274,2.39408,1.40733,0.838615,0.507684,0.312651,0.195113,0.122909,0.0779525,0.0497053,0.0885792
1954,8393.28,5483.79,3589.62,2351.15,1528.74,979.383,615.027,376.347,225.192,131.647,76.0408,43.4116,24.6695,13.9686,7.91151,4.48969,2.57054,1.4891,0.875344,0.52161,0.315774,0.194465,0.121358,0.0764478,0.0484854,0.0860111
1955,8438.21,5526.69,3610.28,2358.34,1532.88,983.737,621.178,385.075,233.282,138.66,80.7627,46.5735,26.5738,15.0988,8.54903,4.84193,2.74772,1.57318,0.911331,0.53571,0.319224,0.193253,0.119012,0.0742705,0.0467857,0.0823111
1956,8444.27,5556.26,3638.26,2370.37,1533.1,978.342,613.875,379.315,231.084,138.365,81.7127,47.458,27.3407,15.5958,8.8607,5.0169,2.8414,1.61244,0.923182,0.53479,0.314366,0.187327,0.113404,0.0698382,0.0435831,0.075756
1957,8395.28,5560.26,3657.93,2390.15,1544.86,984.777,617.632,381.283,232.582,140.481,83.718,49.3371,28.6338,16.4928,9.40744,5.34473,3.02614,1.71389,0.972598,0.556847,0.322575,0.189619,0.112992,0.068403,0.0421249,0.0719826
1958,8271.96,5527.99,3660.38,2401.62,1553.58,985.932,614.854,377.734,229.396,138.408,83.0961,49.3883,29.0789,16.8723,9.7177,5.54285,3.14907,1.78297,1.0098,0.573039,0.328084,0.190055,0.11172,0.0665723,0.0403015,0.0672295
1959,8099.3,5446.79,3639.16,2403.61,1562.06,992.508,616.038,376.076,227.147,136.387,81.7763,48.9603,29.0718,17.1125,9.92851,5.71827,3.2616,1.85301,1.04914,0.594191,0.337188,0.193051,0.111832,0.0657379,0.0391723,0.063273
1960,7718.31,5333.08,3585.37,2387.55,1557.28,987.733,608.251,366.006,217.885,129.39,76.9657,45.9572,27.4758,16.3084,9.59873,5.56894,3.20736,1.8294,1.03933,0.588448,0.33327,0.189122,0.108278,0.0627239,0.0368708,0.0574589
1961,7033.66,5082.21,3510.32,2350.67,1542.34,977.842,598.135,355.365,207.698,121.239,71.2192,42.1608,25.1331,15.0193,8.91383,5.2463,3.04372,1.75297,0.999842,0.568031,0.321607,0.182143,0.103361,0.0591773,0.0342804,0.0515538
1962,6386.39,4631.4,3345.2,2301.56,1518.8,968.871,592.553,349.782,201.888,115.717,66.8225,39.0667,23.0889,13.7578,8.22064,4.87874,2.87137,1.66585,0.959405,0.547213,0.310881,0.176014,0.0996857,0.0565686,0.0323872,0.0469761
1963,7047.22,4205.21,3048.88,2196.35,1496.19,969.241,604.354,361.577,209.704,119.612,68.1113,39.2183,22.9054,13.5338,8.06373,4.8182,2.85945,1.68291,0.976348,0.562301,0.320717,0.182204,0.10316,0.0584246,0.0331541,0.0465137
1964,10399.4,4640.35,2768.46,2002.93,1431.38,960.778,611.284,374.658,221.099,127.059,72.1062,40.968,23.571,13.7638,8.13197,4.84514,2.89502,1.71809,1.01117,0.586632,0.337854,0.1927,0.109476,0.0619824,0.0351037,0.0478674
1965,9121.84,6847.61,3054.77,1818,1303.03,914.257,599.189,372.265,223.793,130.36,74.3768,42.0751,23.8792,13.7349,8.01964,4.7381,2.823,1.68676,1.00102,0.589141,0.341791,0.196844,0.112273,0.0637837,0.0361127,0.0483413
1966,7617.69,6006.39,4507.68,2005.34,1180.87,828.796,565.758,360.775,219.222,129.837,75.0099,42.6413,24.0919,13.6685,7.86127,4.58999,2.71179,1.61569,0.965377,0.572911,0.337179,0.195614,0.112658,0.0642558,0.0365046,0.0483345
1967,7758.52,5015.97,3953.81,2958.02,1300.32,747.9,509.156,337.267,209.925,125.506,73.6707,42.3934,24.0668,13.5925,7.71104,4.43479,2.58932,1.52977,0.911434,0.544581,0.323185,0.190205,0.110347,0.0635509,0.036247,0.047858
1968,7273.42,5108.67,3301.28,2589.95,1903.18,807.305,443.095,287.887,183.616,111.421,65.688,38.3202,22.0042,12.4846,7.05019,3.99941,2.3001,1.34293,0.793396,0.4727,0.282436,0.167612,0.0986453,0.0572288,0.032959,0.0436186
1969,7737.16,4789.24,3361.99,2160.73,1660.3,1169.95,469.247,243.395,151.017,93.379,55.7024,32.5919,18.9636,10.8816,6.17297,3.48577,1.97735,1.13717,0.663939,0.392247,0.233696,0.139632,0.0828644,0.0487682,0.0282926,0.0378581
1970,17327,5094.63,3152.43,2204.94,1397.75,1045.67,711.89,276.003,139.301,84.8628,51.9469,30.8496,18.0226,10.4821,6.01424,3.41169,1.92649,1.09282,0.628474,0.366932,0.216778,0.129153,0.0771679,0.0457953,0.0269518,0.0365582
1971,23721.3,11409.2,3353.79,2069.55,1432.44,890.228,649.967,432.455,164.68,82.1367,49.7145,30.3447,18.003,10.5147,6.11505,3.50852,1.99025,1.12383,0.637499,0.366622,0.21405,0.126457,0.0753415,0.0450157,0.0267145,0.0370484
1972,9526.28,15619.6,7510.31,2200.65,1341.45,906.911,547.296,388.521,252.846,94.8853,46.947,28.3149,17.2617,10.2377,5.9789,3.47708,1.99496,1.13165,0.639006,0.362477,0.208458,0.121707,0.0719021,0.0428381,0.0255953,0.0362546
1973,13397.6,6272.7,10281.6,4926.17,1423.93,845.492,553.122,323.489,224.053,143.457,53.3566,26.2959,15.8382,9.65195,5.72396,3.34275,1.94398,1.11534,0.632678,0.35725,0.20265,0.116542,0.068042,0.0401979,0.0239493,0.034578
1974,12446.7,8821.78,4128.76,6741.26,3181.94,892.557,509.561,320.704,181.848,123.382,78.1101,28.9072,14.2219,8.56198,5.2172,3.09389,1.80678,1.05072,0.602835,0.341958,0.19309,0.10953,0.0629893,0.0367757,0.0217264,0.031633
1975,7359.35,8195.66,5806.63,2707.09,4356.34,1998.87,540.476,297.567,181.912,101.167,67.9128,42.792,15.8109,7.77534,4.68051,2.85196,1.69124,0.987643,0.574354,0.329524,0.186922,0.105547,0.059871,0.0344311,0.0201022,0.029167
1976,7261.42,4845.86,5394.85,3809.6,1754.27,2757.06,1227.47,322.27,173.317,104.314,57.5173,38.4654,24.2056,8.94041,4.39628,2.64636,1.61248,0.956205,0.558398,0.324729,0.186306,0.105681,0.0596738,0.0338496,0.0194665,0.0278555
1977,8544.11,4781.38,3189.91,3540.27,2471.58,1114.12,1704.83,739.625,190.232,100.916,60.283,33.1292,22.1302,13.9219,5.14172,2.52829,1.5219,0.927315,0.549898,0.321124,0.186745,0.107141,0.060775,0.034317,0.0194661,0.0272137
1978,11319.9,5625.99,3147.58,2094,2300.44,1576.93,695.286,1041.73,444.457,113.051,59.6076,35.5113,19.4975,13.021,8.19088,3.02506,1.48747,0.895374,0.545562,0.323517,0.188924,0.109866,0.0630329,0.035755,0.0201893,0.0274625
1979,12020.9,7453.75,3703.68,2066.51,1361.49,1470.82,988.92,428.38,633.121,267.707,67.7599,35.6498,21.2225,11.6499,7.77976,4.8938,1.80737,0.888706,0.534949,0.32595,0.193287,0.112874,0.0656398,0.0376592,0.0213619,0.0284697
1980,6861.39,7915.32,4906.23,2427.75,1334.52,856.34,896.393,584.989,247.502,360.107,150.961,38.0651,20.0005,11.9022,6.53304,4.36264,2.74425,1.01349,0.498344,0.299972,0.182776,0.108385,0.0632932,0.0368071,0.0211171,0.0279426
1981,5265.01,4517.97,5209.95,3215.31,1566.47,837.575,519.775,527.125,335.572,139.672,201.405,84.0982,21.1766,11.1227,6.61852,3.63277,2.42587,1.52594,0.563548,0.277101,0.166797,0.101631,0.0602663,0.0351935,0.0204661,0.027279
1982,6795.08,3466.81,2973.73,3413.78,2072.82,980.869,506.342,303.953,300.323,187.926,77.4843,111.267,46.394,11.6779,6.1331,3.64937,2.00304,1.33756,0.841358,0.310722,0.152784,0.0919658,0.0560353,0.0332285,0.0194043,0.0263247
1983,4190.25,4474.29,2281.59,1945.84,2188.18,1280.99,580.085,287.15,166.725,161.117,99.5948,40.8435,58.5421,24.3975,6.14039,3.22477,1.91879,1.05316,0.703257,0.442362,0.163368,0.0803287,0.0483524,0.0294613,0.0174703,0.0240425
1984,3673.33,2759.1,2944.25,1490.94,1239.93,1332.06,737.02,315.927,149.625,84.336,80.177,49.2046,20.1284,28.8313,12.0136,3.02345,1.58779,0.944747,0.518533,0.346252,0.217798,0.0804341,0.0395496,0.0238061,0.0145051,0.0204385
1985,9471.63,2418.73,1815.49,1922.6,947.432,750.493,759.739,396.862,162.432,74.5827,41.3272,38.9941,23.8685,9.75719,13.9736,5.82232,1.46526,0.769482,0.45784,0.251287,0.167797,0.105546,0.0389786,0.0191658,0.0115364,0.0169336
1986,5158.01,6236.65,1591.33,1183.55,1212.6,563.394,415.827,393.619,194.954,77.0147,34.6797,19.0518,17.9229,10.962,4.48028,6.416,2.67324,0.672742,0.353285,0.210202,0.115369,0.0770368,0.0484568,0.0178952,0.00879906,0.0130706
1987,3660.89,3396.34,4103.84,1038.71,750.785,733.414,323.106,227.334,207.414,100.275,39.0921,17.5007,9.59489,9.02144,5.51695,2.25475,3.22885,1.34529,0.338549,0.177785,0.10578,0.0580567,0.0387669,0.0243846,0.0090053,0.0110053
1988,4240.47,2410.55,2234.86,2677.76,657.377,452.095,418.181,175.397,118.808,105.718,50.4126,19.5344,8.72686,4.78185,4.49546,2.74903,1.12349,1.60884,0.670309,0.168685,0.0885824,0.0527052,0.0289269,0.0193157,0.0121496,0.00997024
1989,4779.05,2792.18,1586.17,1458.3,1693.2,393.944,254.943,223.129,89.6701,59.0547,51.7439,24.5072,9.47402,4.22976,2.31733,2.17844,1.33211,0.544406,0.77958,0.324803,0.081737,0.0429226,0.0255382,0.0140165,0.00935933,0.0107181
1990,6639.54,3146.79,1836.7,1030.65,905.524,974.242,208.087,124.544,102.552,39.5795,25.4931,22.1187,10.4404,4.03237,1.79989,0.986029,0.926897,0.566781,0.231627,0.331682,0.13819,0.0347753,0.0182615,0.0108652,0.00596327,0.00854183
1991,6036.5,4371.84,2070.15,1194.74,643.125,527.192,525.147,104.609,59.3061,47.1122,17.8277,11.3831,9.84661,4.644,1.79328,0.800402,0.438468,0.412163,0.252026,0.102995,0.147483,0.061446,0.0154627,0.00811989,0.00483115,0.00644957
1992,4821.91,3974.73,2875.43,1344.64,740.461,365.981,270.082,242.917,44.5774,23.9209,18.4354,6.88332,4.37479,3.7796,1.78207,0.68809,0.307104,0.168229,0.158133,0.0966922,0.0395144,0.056582,0.0235736,0.00593221,0.00311514,0.00432774
1993,5142.25,3175.03,2615.17,1873.35,844.889,438.858,203.41,141.537,121.572,21.6384,11.4182,8.7348,3.25302,2.06608,1.7847,0.841441,0.324887,0.144999,0.0794281,0.0746607,0.0456518,0.018656,0.0267141,0.0111298,0.00280076,0.00351398
1994,6652.31,3385.53,2086.15,1693.26,1160.57,490.686,237.844,103.095,67.5688,55.2767,9.49785,4.91483,3.759,1.43314,0.954931,0.881701,0.443043,0.179639,0.0829733,0.0465113,0.0443913,0.027419,0.0112813,0.016229,0.00678329,0.00386433
