"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25"
1905,68.2338,339.842,1187.75,2034.49,2537.09,2646.04,2464.25,2124.66,1733.61,1357.28,1028.89,759.669,549.003,390.229,273.806,190.247,130.954,89.4376,60.723,41.0399,27.6525,18.5911,12.4703,8.34427,5.57082,11.006
1906,68.2343,339.838,1187.76,2034.62,2537.52,2646.65,2464.59,2124.41,1732.49,1356.01,1028.24,760.141,550.118,391.181,274.398,190.617,131.23,89.6395,60.8293,41.0773,27.6363,18.5497,12.4307,8.31502,5.55077,10.9658
1907,68.2361,339.84,1187.75,2034.69,2538.02,2647.81,2466.02,2125.52,1732.97,1355.68,1027.7,759.975,550.685,392.135,275.18,191.107,131.539,89.8657,60.9916,41.1661,27.6728,18.5464,12.4081,8.29199,5.53358,10.9304
1908,68.239,339.849,1187.76,2034.73,2538.46,2649.03,2467.96,2127.56,1734.56,1356.6,1027.86,759.883,550.791,392.701,275.965,191.73,131.932,90.1142,61.1706,41.2929,27.744,18.5786,12.411,8.28032,5.52053,10.9001
1909,68.2427,339.864,1187.79,2034.82,2538.85,2650.2,2469.96,2130.05,1736.92,1358.39,1028.98,760.317,550.95,392.938,276.476,192.356,132.416,90.4203,61.3651,41.4312,27.841,18.6341,12.4376,8.28567,5.51502,10.8759
1910,68.2391,339.882,1187.83,2034.56,2537.25,2647.13,2466.85,2127.87,1735.69,1357.67,1028.38,759.695,550.214,392.302,276.115,192.345,132.595,90.5793,61.4559,41.4835,27.8808,18.6635,12.4509,8.2876,5.50804,10.8356
1911,68.2293,339.864,1187.88,2034.31,2535.22,2641.97,2459.78,2121.27,1730.64,1354.13,1025.87,757.8,548.71,391.026,275.139,191.725,132.333,90.5274,61.4458,41.4651,27.8624,18.6543,12.4466,8.28053,5.49875,10.7837
1912,68.2146,339.815,1187.81,2034.08,2533.19,2636.34,2450.77,2111.26,1722,1347.6,1021.23,754.488,546.283,389.202,273.714,190.678,131.651,90.1735,61.2917,41.378,27.7962,18.6059,12.4164,8.26164,5.48342,10.7227
1913,68.1959,339.742,1187.63,2033.63,2531.17,2630.69,2441.29,2099.57,1710.58,1338.28,1014.33,749.605,542.832,386.723,271.904,189.319,130.675,89.5333,60.9326,41.1935,27.6835,18.5253,12.3599,8.22546,5.4602,10.6518
1914,68.1741,339.649,1187.36,2032.99,2528.86,2625.01,2431.76,2087.47,1697.8,1326.79,1005.32,743.069,538.252,383.52,269.637,187.695,129.487,88.6938,60.3801,40.871,27.5054,18.4137,12.282,8.17183,5.42552,10.569
1915,68.1497,339.54,1187.03,2032.2,2526.29,2618.99,2422.18,2075.32,1684.69,1314.26,994.7,734.994,532.488,379.52,266.867,185.756,128.119,87.7107,59.6938,40.419,27.2353,18.2585,12.1835,8.10401,5.37932,10.471
1916,68.1233,339.419,1186.64,2031.29,2523.5,2612.67,2412.25,2063.1,1671.54,1301.48,983.307,725.754,525.63,374.692,263.546,183.473,126.537,86.6069,58.9119,39.8783,26.8792,18.0423,12.0562,8.0226,5.3238,10.3554
1917,68.0855,339.287,1186.19,2029.82,2518.08,2601.09,2396.06,2045.1,1653.83,1285.15,969.079,713.995,516.527,368.087,258.942,180.318,124.38,85.126,57.8905,39.1664,26.3919,17.7207,11.8561,7.90055,5.24494,10.1944
1918,68.0378,339.099,1185.7,2028.22,2511.86,2586.61,2374.9,2021.7,1631.43,1265.31,952.21,700.193,505.649,359.925,253.12,176.292,121.637,83.2614,56.6193,38.2971,25.7926,17.3134,11.5872,7.731,5.13961,9.98883
1919,67.9814,338.861,1185.01,2026.54,2505.37,2571.12,2350.93,1994.01,1604.68,1241.87,932.748,684.507,493.351,350.551,246.247,171.451,118.315,81.0103,55.0969,37.2652,25.0916,16.834,11.2631,7.51714,5.00367,9.73779
1920,67.9993,338.581,1184.28,2028.36,2519.19,2596.35,2374.11,2007.46,1609.91,1242.53,931.237,682.07,490.613,347.924,243.971,169.673,117.052,80.1578,54.5325,36.8892,24.837,16.6592,11.1403,7.43306,4.94925,9.65245
1921,68.0292,338.67,1183.32,2027.63,2524.33,2616.62,2404.64,2034.05,1626.46,1251.06,935.133,683.462,490.663,347.266,243.033,168.723,116.264,79.5937,54.1573,36.6457,24.6769,16.5509,11.0652,7.37909,4.91192,9.59603
1922,68.0597,338.819,1183.64,2026.22,2524.69,2624.59,2426.7,2063.36,1650.68,1266.06,943.174,687.514,492.521,347.907,242.997,168.368,115.816,79.1964,53.8701,36.4571,24.5568,16.4729,11.0125,7.34213,4.88477,9.55097
1923,68.0923,338.971,1184.17,2027.19,2525.21,2629.57,2439.48,2087.13,1678.35,1287.87,956.656,695.007,496.57,350.021,244.001,168.727,115.836,79.0706,53.7235,36.3465,24.4862,16.4301,10.9856,7.32381,4.87139,9.52508
1924,68.121,339.133,1184.7,2028.24,2527.14,2631.6,2445.95,2099.89,1699.18,1310.64,974.032,705.594,502.447,353.226,245.711,169.581,116.19,79.1577,53.688,36.2812,24.4346,16.3981,10.9673,7.31272,4.86374,9.50799
1925,68.1287,339.276,1185.25,2028.44,2524.57,2625.76,2438.51,2096.92,1702.58,1321.48,987.203,715.472,508.015,355.944,246.946,170.071,116.3,79.075,53.527,36.1088,24.2908,16.2965,10.901,7.27062,4.83649,9.45279
1926,68.1209,339.314,1185.73,2028.78,2521.66,2616.62,2425.23,2083.13,1693.93,1319.17,991.611,722.397,513.171,358.521,247.9,170.276,116.193,78.849,53.2677,35.8636,24.0834,16.139,10.7923,7.19923,4.79035,9.36282
1927,68.1094,339.275,1185.86,2029.39,2520.94,2611.28,2414.05,2069.3,1680.76,1310.89,988.692,724.753,517.516,361.725,249.395,170.729,116.193,78.6813,53.0517,35.647,23.8911,15.982,10.6752,7.11886,4.73762,9.26249
1928,68.0917,339.218,1185.71,2029.19,2519.46,2606.04,2403.86,2055,1665.73,1297.7,980.226,720.959,518.011,363.95,251.045,171.363,116.234,78.5005,52.8171,35.4207,23.6922,15.8179,10.547,7.02539,4.67395,9.14123
1929,68.0888,339.13,1185.52,2029.46,2522.04,2610.24,2405.86,2052.61,1659.41,1290.17,973.447,717.062,516.942,365.459,253.395,173.048,117.038,78.7789,52.8639,35.3767,23.617,15.7363,10.472,6.96318,4.62731,9.04926
1930,68.0303,339.115,1185.13,2026.6,2508.8,2585.13,2376.08,2022.73,1630.98,1264.29,951.82,700.288,505.6,358.637,250.212,171.76,116.221,78.0033,52.1681,34.8185,23.1948,15.4251,10.2445,6.79857,4.50996,8.80927
1931,67.9818,338.824,1185.08,2026.1,2506.14,2572.9,2353.97,1997.45,1606.37,1241.59,931.797,683.997,493.233,350.383,245.271,169.415,115.229,77.3734,51.5976,34.3223,22.8037,15.1327,10.0309,6.64352,4.39849,8.56972
1932,67.9633,338.582,1184.1,2027,2510.75,2580.47,2354.52,1989.01,1594.23,1228.83,919.475,672.816,484.062,343.446,240.772,166.864,114.2,77.0801,51.4258,34.1094,22.5863,14.9487,9.8878,6.53611,4.31875,8.38392
1933,67.9721,338.49,1183.28,2026.12,2516.17,2594.19,2372.66,2000.36,1596.86,1227.07,915.776,668.159,479.202,339.225,237.521,164.855,113.203,76.8824,51.56,34.2143,22.5904,14.9014,9.83035,6.4843,4.27623,8.26519
1934,67.9589,338.534,1182.93,2023.8,2510.15,2589.58,2372.65,2003.68,1595.72,1220.96,908.298,660.944,472.638,333.525,232.998,161.518,111.076,75.6901,51.0761,34.069,22.505,14.8022,9.7322,6.40254,4.21332,8.10466
1935,67.9343,338.468,1183.06,2022.81,2505.2,2578.57,2361.45,1995.88,1590.99,1213.85,898.916,651.944,464.945,327.131,227.811,157.563,108.223,73.8553,50.0048,33.5619,22.285,14.6643,9.61373,6.30341,4.13709,7.91626
1936,67.9077,338.346,1182.82,2022.81,2502.7,2570.58,2347.32,1981.99,1580.62,1206.77,890.983,643.219,457.189,320.805,222.748,153.575,105.243,71.7341,48.6406,32.7555,21.8848,14.4756,9.49447,6.20727,4.06034,7.72228
1937,67.8727,338.213,1182.37,2021.73,2499.11,2560.68,2331.14,1961.76,1562.61,1193.39,881.646,634.546,448.945,313.965,217.409,149.453,102.096,69.4301,47.0206,31.7115,21.2582,14.1486,9.3281,6.10133,3.97953,7.51344
1938,67.8329,338.039,1181.9,2020.82,2497.01,2554.38,2316.9,1941.09,1539.13,1173.1,866.536,623.928,440.062,306.328,211.41,144.936,98.7185,66.9217,45.2185,30.4587,20.4486,13.6553,9.05889,5.95597,3.88653,7.28203
1939,67.7184,337.84,1181.15,2015.57,2472.4,2506.47,2260.13,1885.91,1489.93,1131.25,834.274,600.719,423.889,294.156,202.069,138.067,93.7854,63.3901,42.6971,28.6947,19.2407,12.8677,8.56496,5.66625,3.71665,6.93261
1940,67.6624,337.27,1180.53,2016.92,2479.67,2506.62,2241.95,1856.45,1457.5,1100.81,807.996,580.631,409.675,284.415,194.772,132.465,89.678,60.4498,40.5966,27.1971,18.1949,12.1534,8.10145,5.37755,3.54922,6.63541
1941,67.549,336.991,1178.45,2013.92,2470.98,2490.57,2209.27,1806.15,1402.11,1049.83,765.505,547.177,385.217,267.395,183.193,124.203,83.695,56.2275,37.6587,25.1545,16.7753,11.1796,7.44318,4.94792,3.27658,6.17289
1942,67.4966,336.426,1177.51,2011.25,2471.98,2491.77,2207.88,1792.47,1375.07,1018.64,736.593,523.12,366.345,253.737,173.81,117.891,79.1949,52.9577,35.3497,23.5482,15.6578,10.402,6.90965,4.5876,3.04248,5.77964
1943,67.3752,336.164,1175.45,2007.71,2458.39,2468.55,2173.47,1751.98,1328.22,969.137,692.087,487.038,338.785,233.397,159.523,108.184,72.7045,48.4665,32.2019,21.3793,14.1771,9.39051,6.2181,4.11904,2.72837,5.21864
1944,67.3021,335.56,1174.56,2005.46,2460.69,2466.21,2162.36,1728.76,1298.71,935.166,657.271,456.634,314.708,215.348,146.401,99.0651,66.566,44.3929,29.4037,19.431,12.8419,8.48309,5.60067,3.69833,2.44412,4.69008
1945,67.1108,335.195,1172.3,2001.08,2442.59,2431.51,2104.94,1658.21,1224.94,868.974,600.789,410.21,278.968,189.107,127.691,85.9422,57.62,38.4208,25.4586,16.7717,11.033,7.26365,4.78258,3.1488,2.07438,3.97989
1946,67.1165,334.243,1171.17,2000.64,2455.32,2452.97,2127.37,1666.4,1219.51,853.753,582.674,391.699,261.875,175.183,117.185,78.338,52.2412,34.757,23.0273,15.1763,9.95246,6.52191,4.27978,2.81013,1.84581,3.52978
1947,67.0065,334.27,1167.7,1995.22,2436.2,2424.86,2091.63,1629.22,1178.9,814.569,547.491,362.98,238.852,157.066,103.681,68.6632,45.4793,30.0965,19.8953,13.1101,8.60102,5.61879,3.67004,2.40168,1.57325,2.99328
1948,67.0688,333.723,1167.92,1992.27,2445.11,2439.89,2113.24,1648.43,1192.61,817.811,543.632,355.277,230.638,149.288,96.8742,63.3099,41.5422,27.305,17.9536,11.8043,7.74317,5.06048,3.2951,2.14632,1.40125,2.65003
1949,67.0296,334.033,1165.9,1990.32,2428.98,2418.94,2082.54,1617.9,1164.53,794.903,523.129,337.756,216.053,137.952,88.1133,56.6066,36.654,23.8672,15.5869,10.1935,6.67168,4.35954,2.83986,1.84404,1.19832,2.24983
1950,67.1402,333.838,1167.05,1987.83,2431.81,2418.67,2093.14,1629.57,1176.31,802.632,527.181,337.366,213.287,134.206,84.5608,53.4723,34.0366,21.8707,14.1498,9.191,5.9834,3.90112,2.54085,1.65056,1.06926,1.98882
1951,67.3513,334.389,1166.44,1991.91,2439.93,2443.26,2116.96,1657.77,1199.2,820.548,538.716,344.067,215.601,134.081,83.2538,51.9336,32.5388,20.5533,13.1222,8.44398,5.45988,3.54076,2.30103,1.49455,0.968592,1.78516
1952,67.5818,335.44,1168.34,1990.42,2442.53,2444.99,2127.89,1664.23,1208.45,827.474,544.367,347.407,217.239,133.901,82.1724,50.5139,31.2211,19.4117,12.1829,7.73624,4.95557,3.19196,2.06327,1.33715,0.866449,1.58818
1953,67.9732,336.589,1172.1,1995.15,2448.9,2469.79,2166.14,1716.14,1253.31,865.536,571.308,365.764,228.632,140.644,85.5469,51.9751,31.6573,19.4167,11.9949,7.48756,4.73306,3.02019,1.93902,1.24991,0.808128,1.47585
1954,68.5049,338.539,1176.25,2004.83,2472.16,2515.16,2241.22,1801.73,1339.82,933.793,622.819,400.41,251.16,154.457,93.7641,56.4643,33.9907,20.5449,12.5203,7.69295,4.78034,3.01017,1.91455,1.22579,0.788294,1.43306
1955,68.8716,341.187,1183.02,2010.96,2478.85,2526.34,2263.64,1843.52,1387.95,983.535,661.494,429.574,270.548,166.953,101.32,60.8941,36.3335,21.705,13.035,7.9009,4.83258,2.9914,1.87755,1.19087,0.76066,1.37141
1956,68.9211,343.013,1192.19,2021.21,2479.21,2512.48,2237.02,1815.95,1374.87,981.446,669.275,437.732,278.356,172.449,105.013,63.0946,37.5723,22.2466,13.2045,7.88732,4.75903,2.89967,1.78908,1.11981,0.708591,1.26219
1957,68.5213,343.26,1198.63,2038.08,2498.22,2529.01,2250.72,1825.37,1383.79,996.452,685.7,455.064,291.521,182.368,111.493,67.2175,40.0151,23.6463,13.9113,8.21264,4.8833,2.93515,1.78257,1.09679,0.684882,1.19933
1958,67.5147,341.268,1199.43,2047.86,2512.34,2531.98,2240.59,1808.38,1364.83,981.75,680.606,455.536,296.052,186.565,115.17,69.7093,41.6407,24.5994,14.4435,8.45144,4.9667,2.9419,1.7625,1.06744,0.655237,1.12013
1959,66.1055,336.255,1192.48,2049.56,2526.05,2548.86,2244.91,1800.44,1351.45,967.413,669.796,451.589,295.98,189.22,117.669,71.9154,43.1286,25.5656,15.0062,8.76341,5.10453,2.98828,1.76427,1.05406,0.636878,1.05421
1960,62.9959,329.235,1174.86,2035.86,2518.31,2536.6,2216.53,1752.23,1296.35,917.78,630.394,423.89,279.731,180.329,113.76,70.0374,42.4114,25.2399,14.8658,8.6787,5.04521,2.92746,1.70821,1.00573,0.599459,0.957342
1961,57.4079,313.747,1150.26,2004.41,2494.15,2511.2,2179.67,1701.29,1235.73,859.966,583.327,388.873,255.88,166.075,105.643,65.9797,40.2476,24.1854,14.301,8.37758,4.86865,2.81943,1.63063,0.948865,0.557344,0.858954
1962,52.1249,285.917,1096.16,1962.54,2456.08,2488.16,2159.33,1674.56,1201.17,820.798,547.316,360.334,235.068,152.126,97.4278,61.3571,37.9686,22.9835,13.7226,8.07055,4.70628,2.72456,1.57265,0.907036,0.526562,0.782683
1963,57.5185,259.606,999.058,1872.82,2419.53,2489.11,2202.33,1731.03,1247.67,848.426,557.872,361.733,233.2,149.649,95.5681,60.5957,37.8109,23.2188,13.965,8.29307,4.85517,2.82038,1.62746,0.936796,0.539033,0.77498
1964,84.8784,286.469,907.169,1707.9,2314.72,2467.38,2227.58,1793.65,1315.47,901.247,590.592,377.871,239.977,152.192,96.3769,60.9345,38.2813,23.7043,14.463,8.65192,5.1146,2.98284,1.7271,0.993843,0.57073,0.797535
1965,74.4513,422.733,1000.99,1550.2,2107.16,2347.91,2183.51,1782.19,1331.5,924.665,609.19,388.082,243.115,151.873,95.0456,59.5884,37.3289,23.2719,14.3179,8.68893,5.17421,3.04699,1.77123,1.02273,0.587135,0.80543
1966,62.1747,370.801,1477.08,1709.95,1909.61,2128.43,2061.68,1727.19,1304.3,920.955,614.375,393.305,245.28,151.139,93.1686,57.7256,35.8584,22.2914,13.808,8.44956,5.10438,3.02796,1.7773,1.03029,0.593505,0.805316
1967,63.3241,309.658,1295.59,2522.3,2102.77,1920.69,1855.42,1614.64,1248.98,890.235,603.407,391.018,245.024,150.299,91.3881,55.7738,34.239,21.106,13.0365,8.03173,4.89254,2.94423,1.74085,1.01899,0.589317,0.797378
1968,59.3647,315.381,1081.76,2208.45,3077.67,2073.24,1614.69,1378.24,1092.45,790.328,538.023,353.449,224.025,138.048,83.5561,50.2983,30.4146,18.5282,11.3481,6.97159,4.27565,2.59451,1.55624,0.917622,0.535859,0.726744
1969,63.1498,295.661,1101.66,1842.45,2684.91,3004.54,1709.98,1165.24,898.503,662.352,456.236,300.613,193.068,120.323,73.1596,43.8385,26.1468,15.6894,9.49649,5.78504,3.53781,2.16139,1.30728,0.781963,0.459993,0.630766
1970,141.421,314.514,1032.99,1880.15,2260.33,2685.38,2594.2,1321.34,828.793,601.945,425.476,284.544,183.488,115.905,71.2784,42.9068,25.4743,15.0774,8.98923,5.41169,3.28169,1.99919,1.21741,0.734294,0.438193,0.609109
1971,193.611,704.34,1098.97,1764.7,2316.43,2286.2,2368.55,2070.35,979.793,582.608,407.191,279.886,183.288,116.265,72.4732,44.1246,26.3174,15.5054,9.11832,5.40711,3.2404,1.95746,1.18859,0.721794,0.434335,0.617274
1972,77.7524,964.269,2460.98,1876.49,2169.29,2329.04,1994.4,1860.02,1504.35,673.037,384.523,261.165,175.742,113.203,70.8595,43.7293,26.3796,15.6132,9.13988,5.34598,3.15574,1.88392,1.13433,0.686879,0.416138,0.604049
1973,109.349,387.242,3369.07,4200.54,2302.68,2171.31,2015.63,1548.68,1333.04,1017.56,437.022,242.542,161.248,106.726,67.8381,42.0398,25.7056,15.3881,9.04936,5.26889,3.06781,1.80398,1.07344,0.644545,0.389376,0.576115
1974,101.588,544.608,1352.92,5748.27,5145.59,2292.18,1856.89,1535.35,1081.93,875.169,639.768,266.627,144.793,94.6735,61.8322,38.9101,23.8913,14.4967,8.62251,5.04336,2.9231,1.69544,0.993726,0.589672,0.353235,0.527047
1975,60.0662,505.955,1902.72,2308.34,7044.73,5133.31,1969.55,1424.58,1082.31,717.593,556.246,394.695,160.971,85.9752,55.4715,35.8675,22.3635,13.6264,8.21514,4.85998,2.82971,1.63378,0.944532,0.552077,0.326829,0.485961
1976,59.2668,299.156,1767.79,3248.44,2836.87,7080.41,4473.03,1542.85,1031.18,739.914,471.101,354.788,246.437,98.858,52.1029,33.2817,21.322,13.1926,7.98691,4.78926,2.8204,1.63587,0.941421,0.542754,0.316493,0.46411
1977,69.736,295.176,1045.27,3018.78,3996.85,2861.18,6212.6,3540.91,1131.81,715.814,493.753,305.569,225.308,153.94,60.9376,31.7968,20.1243,12.794,7.86534,4.73609,2.82704,1.65845,0.958793,0.550249,0.316487,0.453416
1978,92.3916,347.318,1031.4,1785.55,3720.1,4049.73,2533.7,4987.22,2644.37,801.891,488.222,327.541,198.504,143.979,97.075,38.0444,19.6691,12.3533,7.80332,4.77138,2.86003,1.70064,0.994413,0.573306,0.328245,0.457561
1979,98.1132,460.153,1213.62,1762.11,2201.7,3777.21,3603.73,2050.84,3766.86,1898.89,554.993,328.819,216.066,128.818,92.2026,61.5464,23.8991,12.2613,7.65151,4.80726,2.92608,1.74719,1.03554,0.603838,0.34731,0.474342
1980,56.0018,488.648,1607.68,2070.14,2158.08,2199.17,3266.55,2800.6,1472.56,2554.3,1236.46,351.096,203.625,131.608,77.427,54.8664,36.2877,13.983,7.12795,4.42413,2.76695,1.67771,0.998521,0.590175,0.34333,0.465561
1981,42.9723,278.914,1707.2,2741.69,2533.17,2150.98,1894.11,2523.58,1996.54,990.715,1649.62,775.686,215.599,122.989,78.4401,45.6873,32.0777,21.0532,8.06058,4.08681,2.52506,1.57316,0.950767,0.564302,0.332746,0.454504
1982,55.4606,214.021,974.434,2910.93,3352.01,2518.97,1845.16,1455.16,1786.82,1332.99,634.642,1026.28,472.337,129.127,72.6871,45.896,26.4865,18.4541,12.0342,4.58268,2.31292,1.42356,0.884018,0.532795,0.315482,0.438605
1983,34.2003,276.218,747.633,1659.21,3538.56,3289.7,2113.89,1374.71,991.956,1142.83,815.74,376.722,596.018,269.774,72.7735,40.556,25.3725,14.5303,10.0589,6.52416,2.47315,1.24342,0.762813,0.472391,0.284039,0.40058
1984,29.9813,170.332,964.774,1271.32,2005.12,3420.87,2685.78,1512.48,890.217,598.209,656.697,453.842,204.927,318.8,142.38,38.0242,20.9956,13.0345,7.41671,5.10669,3.29713,1.24506,0.623938,0.381713,0.235829,0.340532
1985,77.3063,149.319,594.901,1639.4,1532.11,1927.34,2768.57,1899.95,966.419,529.027,338.494,359.665,243.006,107.889,165.61,73.2239,19.3754,10.6164,6.54861,3.7061,2.54019,1.63377,0.614931,0.307309,0.187564,0.282136
1986,42.0991,385.016,521.449,1009.21,1960.93,1446.86,1515.32,1884.43,1159.91,546.278,284.047,175.725,182.473,121.211,53.0985,80.6903,35.3487,9.28172,5.05313,3.10015,1.74651,1.19247,0.764459,0.286937,0.143058,0.217773
1987,29.8797,209.671,1344.75,885.71,1214.11,1883.48,1177.43,1088.35,1234.04,711.268,320.187,161.419,97.6856,99.754,65.3847,28.3567,42.6956,18.5608,4.84235,2.62205,1.60135,0.898672,0.611591,0.39099,0.146411,0.183362
1988,34.6102,148.814,732.321,2283.32,1063.06,1161.03,1523.9,839.701,706.87,749.873,412.909,180.177,88.8482,52.875,53.2784,34.5729,14.8561,22.1969,9.58761,2.48785,1.341,0.815835,0.456354,0.309713,0.197533,0.166117
1989,39.006,172.373,519.758,1243.49,2738.11,1011.69,929.04,1068.22,533.507,418.885,423.813,226.044,96.455,46.7703,27.4641,27.397,17.6147,7.51109,11.1505,4.79034,1.23738,0.664409,0.402894,0.224744,0.152167,0.178577
1990,54.1911,194.265,601.849,878.832,1464.34,2501.95,758.29,596.244,610.148,280.744,208.803,204.013,106.294,44.5876,21.3316,12.4007,12.2565,7.81979,3.31303,4.89179,2.09199,0.538295,0.288095,0.174216,0.0969531,0.142318
1991,49.2692,269.893,678.348,1018.76,1040.01,1353.88,1913.69,500.808,352.852,334.174,146.019,104.992,100.248,51.3507,21.2533,10.0662,5.79792,5.68656,3.6048,1.51901,2.23267,0.951136,0.243942,0.130197,0.0785467,0.107458
1992,39.3559,245.378,942.222,1146.57,1197.42,939.877,984.206,1162.95,265.22,169.675,150.997,63.4888,44.5397,41.7927,21.1204,8.6537,4.06088,2.32103,2.26182,1.42606,0.598188,0.875845,0.3719,0.0951187,0.0506471,0.0721059
1993,41.9704,196.008,856.939,1597.4,1366.29,1127.03,741.248,677.6,723.312,153.485,93.522,80.5661,33.119,22.8455,21.1515,10.5823,4.29603,2.00053,1.13608,1.10113,0.6911,0.288781,0.421444,0.178458,0.0455358,0.0585476
1994,54.2954,209.004,683.59,1443.84,1876.78,1260.13,866.729,493.559,402.012,392.087,77.7929,45.3323,38.2704,15.8468,11.3175,11.0886,5.85843,2.47845,1.18679,0.68597,0.672017,0.424425,0.177975,0.26022,0.110285,0.0643848
1995,63.5911,270.387,729.173,1154.61,1710.99,1763.1,998.958,602.22,308.898,231.896,212.803,40.5193,23.1398,19.5955,8.32938,6.22097,6.36396,3.47345,1.50184,0.728957,0.424718,0.41794,0.26457,0.111058,0.162429,0.109519
1996,41.1755,316.69,943.955,1239.72,1397.14,1665.74,1471.32,742.395,409.04,195.708,139.447,123.401,23.028,13.1154,11.267,4.92673,3.7819,3.94878,2.18413,0.951817,0.463942,0.270842,0.26669,0.168807,0.0708245,0.173924
1997,41.9962,205.057,1105.57,1604.55,1498.67,1356.86,1384.35,1087.28,500.803,257.149,116.699,80.1562,69.5183,12.9434,7.48492,6.62272,2.97987,2.33679,2.47415,1.37987,0.604038,0.295058,0.172382,0.169737,0.107391,0.155076
