"caption","alt_caption","label","filein"
"Time-varying selectivity for the three recreational fleets and comparison of selectivity among the different surveys.","Time-varying selectivity for the three recreational fleets and comparison of selectivity among the different surveys","selectivity_noncomm_males","../models/2021.n.022.408_female_sel_offset_flattop/custom_plots/selectivity_noncomm_males.png"
