"Var1","Freq"
"Q_extraSD_2_Comm_Fix(2)",16
"Q_extraSD_4_Rec_OR(4)",16
"Retain_L_infl_1_Comm_Trawl(1)_BLK2repl_1998",16
"Retain_L_infl_1_Comm_Trawl(1)_BLK2repl_2007",16
"Size_DblN_descend_se_4_Rec_OR(4)_BLK7repl_1998",16
"Size_DblN_descend_se_6_Surv_TRI(6)",1
"Size_DblN_peak_1_Comm_Trawl(1)_BLK1repl_1993",7
"Size_DblN_peak_3_Rec_WA(3)",4
"Size_DblN_peak_6_Surv_TRI(6)",11
