"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F0.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","F9.1","F10.1","F11.1","F12.1","F13.1","F14.1","F15.1"
1995,"Month","Fleet",1,0,"Enter",21,21,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",23,23,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",25,25,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",27,27,11,0,81.8181818181818,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8181818181818,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",29,29,20,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",31,31,15,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",33,33,7,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",35,35,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",41,41,3,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",43,43,4,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",45,45,4,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",47,47,7,0,0,71.4285714285714,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4285714285714,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",53,53,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",55,55,2,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",57,57,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",59,59,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",61,61,2,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",63,63,2,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",65,65,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",67,67,2,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",69,69,2,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",73,73,2,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",81,81,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",83,83,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1995,"Month","Fleet",1,0,"Enter",91,91,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1995,"Month","Fleet",1,0,"Enter",93,93,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1998,"Month","Fleet",1,0,"Enter",25,25,4,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",1,0,"Enter",27,27,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",1,0,"Enter",29,29,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
