"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F0.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","F9.1","F10.1","F11.1","F12.1","F13.1","F14.1","F15.1","F16.1","F17.1","F18.1","F19.1","F20.1"
1995,7,6,1,0,1,38,38,2,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,40,40,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,44,44,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,48,48,3,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,50,50,5,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,52,52,7,0,0,14.2857142857143,85.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,85.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,54,54,8,0,0,12.5,75,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,75,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,56,56,10,0,0,10,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,58,58,8,0,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,60,60,4,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,62,62,12,0,8.33333333333333,0,25,50,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,25,50,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,64,64,11,0,0,0,27.2727272727273,54.5454545454545,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2727272727273,54.5454545454545,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,66,66,9,0,0,0,33.3333333333333,11.1111111111111,22.2222222222222,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,11.1111111111111,22.2222222222222,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,68,68,5,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,70,70,6,0,0,0,0,33.3333333333333,33.3333333333333,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,72,72,3,0,0,0,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,74,74,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,76,76,3,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,78,78,3,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,82,82,2,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,84,84,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,94,94,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1995,7,6,1,0,1,98,98,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,26,26,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,28,28,8,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,30,30,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,32,32,14,0,92.8571428571429,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8571428571429,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,34,34,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,36,36,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,38,38,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,42,42,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,46,46,5,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,48,48,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,50,50,8,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,52,52,4,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,54,54,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,56,56,5,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,58,58,12,0,0,50,33.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,60,60,7,0,0,14.2857142857143,57.1428571428571,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,57.1428571428571,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,62,62,11,0,9.09090909090909,0,54.5454545454545,36.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,54.5454545454545,36.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,64,64,5,0,0,20,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,66,66,11,0,0,9.09090909090909,36.3636363636364,36.3636363636364,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,36.3636363636364,36.3636363636364,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,68,68,10,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,70,70,9,0,0,11.1111111111111,22.2222222222222,55.5555555555556,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,22.2222222222222,55.5555555555556,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,72,72,6,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,74,74,5,0,0,0,20,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,76,76,10,0,0,0,0,30,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,78,78,3,0,0,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,80,80,7,0,0,0,0,14.2857142857143,14.2857142857143,57.1428571428571,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,14.2857142857143,57.1428571428571,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,82,82,7,0,0,14.2857142857143,0,14.2857142857143,28.5714285714286,14.2857142857143,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,14.2857142857143,28.5714285714286,14.2857142857143,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,84,84,6,0,0,0,0,33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,86,86,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,88,88,5,0,0,0,0,0,40,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,90,90,5,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,92,92,2,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,94,94,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,6,1,0,1,96,96,2,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,102,102,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,104,104,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,108,108,23,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,26,26,29,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,28,28,35,0,88.8888888888889,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8888888888889,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,30,30,23,0,95.6521739130435,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6521739130435,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,32,32,12,0,62.0689655172414,34.4827586206897,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0689655172414,34.4827586206897,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,34,34,21,0,25.7142857142857,71.4285714285714,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7142857142857,71.4285714285714,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,36,36,20,0,4.34782608695652,91.304347826087,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,91.304347826087,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,38,38,26,0,16.6666666666667,66.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,66.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,40,40,23,0,23.8095238095238,61.9047619047619,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8095238095238,61.9047619047619,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,42,42,17,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,44,44,12,0,0,53.8461538461538,46.1538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8461538461538,46.1538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,46,46,2,0,0,26.0869565217391,73.9130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0869565217391,73.9130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,48,48,2,0,0,17.6470588235294,70.5882352941177,11.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,70.5882352941177,11.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,50,50,6,0,0,25,66.6666666666667,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66.6666666666667,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,52,52,3,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,54,54,4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,56,56,2,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,58,58,4,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,60,60,2,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,62,62,4,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,64,64,5,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,66,66,6,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,68,68,3,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,70,70,4,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,72,72,7,0,0,0,0,0,50,33.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,74,74,7,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,76,76,4,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,78,78,4,0,0,0,0,0,0,28.5714285714286,57.1428571428571,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,57.1428571428571,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,80,80,8,0,0,0,0,0,0,42.8571428571429,42.8571428571429,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,42.8571428571429,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,82,82,7,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,25,0,0,0,0,0
2001,7,6,1,0,1,84,84,5,0,0,0,0,0,0,25,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,25,0,0,0,0,0,0,0
2001,7,6,1,0,1,86,86,2,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,88,88,5,0,0,0,0,0,0,14.2857142857143,0,42.8571428571429,28.5714285714286,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,42.8571428571429,28.5714285714286,14.2857142857143,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,90,90,2,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,92,92,2,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,94,94,1,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,96,96,1,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0
2001,7,6,1,0,1,98,98,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
