"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M0.1","M1.1","M2.1","M3.1","M4.1","M5.1","M6.1","M7.1","M8.1","M9.1","M10.1","M11.1","M12.1","M13.1","M14.1","M15.1","M16.1","M17.1","M18.1","M19.1","M20.1"
1995,"Month","Fleet",2,0,"Enter",56,56,2,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",58,58,4,0,0,25,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",60,60,5,0,0,0,40,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",62,62,4,0,0,0,0,25,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",64,64,8,0,0,12.5,0,0,50,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,50,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",66,66,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",68,68,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",70,70,2,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Month","Fleet",2,0,"Enter",72,72,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",26,26,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",28,28,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",30,30,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",32,32,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",34,34,16,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",36,36,7,0,85.7142857142857,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7142857142857,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",40,40,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",42,42,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",44,44,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",46,46,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",48,48,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",50,50,5,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",52,52,3,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",54,54,7,0,0,28.5714285714286,57.1428571428571,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,57.1428571428571,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",56,56,8,0,0,37.5,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",58,58,5,0,0,20,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",60,60,5,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",62,62,9,0,0,22.2222222222222,22.2222222222222,44.4444444444444,0,0,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2222222222222,22.2222222222222,44.4444444444444,0,0,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",64,64,12,0,0,0,41.6666666666667,33.3333333333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667,33.3333333333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",66,66,3,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",68,68,3,0,0,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",70,70,2,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",72,72,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",74,74,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Month","Fleet",2,0,"Enter",78,78,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",102,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",14,14,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",24,24,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",26,26,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",28,28,28,0,83.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",30,30,36,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",32,32,29,0,44.4444444444444,52.7777777777778,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4444444444444,52.7777777777778,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",34,34,11,0,27.5862068965517,68.9655172413793,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5862068965517,68.9655172413793,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",36,36,4,0,0,90.9090909090909,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090909,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",38,38,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",40,40,17,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",42,42,23,0,5.88235294117647,64.7058823529412,29.4117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,64.7058823529412,29.4117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",44,44,18,0,4.34782608695652,56.5217391304348,39.1304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,56.5217391304348,39.1304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",46,46,12,0,5.55555555555556,44.4444444444444,38.8888888888889,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,44.4444444444444,38.8888888888889,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",48,48,7,0,0,8.33333333333333,83.3333333333333,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,83.3333333333333,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",50,50,7,0,0,14.2857142857143,71.4285714285714,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,71.4285714285714,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",52,52,3,0,0,0,42.8571428571429,42.8571428571429,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,42.8571428571429,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",54,54,3,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",56,56,6,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",58,58,4,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",60,60,5,0,0,0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",62,62,1,0,0,0,0,20,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",64,64,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",68,68,2,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",72,72,1,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",74,74,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2001,"Month","Fleet",2,0,"Enter",76,76,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",28,28,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",30,30,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",32,32,6,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",34,34,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",36,36,3,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",38,38,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",42,42,5,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",44,44,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",46,46,9,0,0,11.1111111111111,88.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,88.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",48,48,6,0,0,16.6666666666667,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",50,50,6,0,0,0,83.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",52,52,19,0,0,5.26315789473684,57.8947368421053,21.0526315789474,5.26315789473684,0,0,0,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,57.8947368421053,21.0526315789474,5.26315789473684,0,0,0,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",54,54,9,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",56,56,11,0,0,0,9.09090909090909,81.8181818181818,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,81.8181818181818,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",58,58,7,0,0,0,14.2857142857143,85.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,85.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",60,60,15,0,0,0,6.66666666666667,60,26.6666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,60,26.6666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",62,62,9,0,0,0,0,44.4444444444444,44.4444444444444,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4444444444444,44.4444444444444,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",64,64,14,0,0,0,0,35.7142857142857,57.1428571428571,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,57.1428571428571,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",66,66,4,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",68,68,8,0,0,0,0,37.5,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",70,70,7,0,0,0,14.2857142857143,14.2857142857143,14.2857142857143,28.5714285714286,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,14.2857142857143,14.2857142857143,28.5714285714286,28.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",72,72,3,0,0,0,0,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",74,74,6,0,0,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",76,76,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",2,0,"Enter",78,78,2,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0
