"caption","alt_caption","label","filein"
"Time series of spawning biomass (top) and fraction of unfished (bottom) for the sensitivity analyses related to indices of abundance.","Time series of spawning biomass (top) and fraction of unfished (bottom) for the sensitivity analyses related to indices of abundance","sens_timeseries_n_index","../models/2021.n.022.001_new_INIT/custom_plots/sens_timeseries_n_index.png"
