"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"1","NatM_uniform_Fem_GP_1",0.2,3031.97,0.00315976,17963.5,8303.37,0.462236,0
"2","NatM_uniform_Fem_GP_1",0.231156,3031.52,7.87123e-05,15487.8,8169.07,0.527452,0
"3","NatM_uniform_Fem_GP_1",0.25,3031.83,3.44655e-05,14560.9,8394.57,0.576514,0
"4","NatM_uniform_Fem_GP_1",0.3,3034.12,6.8522e-05,11916.5,10794.8,0.90587,0
"5","NatM_uniform_Fem_GP_1",0.35,3035.9,1.64381e-05,14079.5,16741.5,1.18907,0
"6","NatM_uniform_Fem_GP_1",0.4,3038.58,9.37383e-05,32953.9,42575.7,1.29198,1
"7","NatM_uniform_Fem_GP_1",0.45,3043.8,9.85302e-05,657326,850446,1.2938,5
"8","NatM_uniform_Fem_GP_1",0.5,3052.02,7.69587e-05,610735,745310,1.22035,5
"9","NatM_uniform_Fem_GP_1",0.55,3066.53,9.60591e-05,595284,680588,1.1433,5
