"caption","alt_caption","label","filein"
"Time-varying selectivity (top) and retention (bottom) for the  commercial trawl and fixed-gear fleets.","Time-varying selectivity (top) and retention (bottom) for the  commercial trawl and fixed-gear fleets","selectivity_comm_males","../models/2021.n.022.404_female_sel_offset/custom_plots/selectivity_comm_males.png"
